0.5,1342180,671090,10,10,2 + 1 + 1
0.5,1342180,671090,10,10,1 + 1 + 1
0.5,1342180,671090,10,10,1 + 1 + 1
0.5,1342180,671090,10,10,1 + 1 + 1
0.5,1342180,671090,10,10,1 + 1 + 1
0.5,1342180,671090,10,10,1 + 1 + 1
0.5,1342180,671090,10,10,1 + 1 + 1
0.5,1342180,671090,10,10,1 + 2 + 1
0.5,1342180,671090,10,10,1 + 1 + 1
0.5,1342180,671090,10,10,1 + 1 + 150

0.4,1342180,671090,10,10,71 + 138 + 4
0.4,1342180,671090,10,10,150 + 37 + 4
0.4,1342180,671090,10,10,4 + 74 + 2
0.4,1342180,671090,10,10,57 + 2 + 25
0.4,1342180,671090,10,10,75 + 81 + 3
0.4,1342180,671090,10,10,2 + 3 + 106
0.4,1342180,671090,10,10,86 + 2 + 4
0.4,1342180,671090,10,10,2 + 2 + 3
0.4,1342180,671090,10,10,54 + 81 + 74
0.4,1342180,671090,10,10,50 + 3 + 82

0.3,1342180,671090,10,10,4 + 62 + 61
0.3,1342180,671090,10,10,4 + 94 + 4
0.3,1342180,671090,10,10,4 + 24 + 6
0.3,1342180,671090,10,10,76 + 4 + 59
0.3,1342180,671090,10,10,3 + 61 + 5
0.3,1342180,671090,10,10,4 + 3 + 53
0.3,1342180,671090,10,10,5 + 4 + 4
0.3,1342180,671090,10,10,35 + 5 + 4
0.3,1342180,671090,10,10,4 + 68 + 4
0.3,1342180,671090,10,10,60 + 5 + 3

0.2,1342180,671090,10,10,6 + 64 + 54
0.2,1342180,671090,10,10,80 + 47 + 55
0.2,1342180,671090,10,10,93 + 81 + 7
0.2,1342180,671090,10,10,6 + 50 + 9
0.2,1342180,671090,10,10,7 + 126 + 14
0.2,1342180,671090,10,10,8 + 10 + 17
0.2,1342180,671090,10,10,99 + 38 + 59
0.2,1342180,671090,10,10,129 + 7 + 51
0.2,1342180,671090,10,10,12 + 8 + 8
0.2,1342180,671090,10,10,52 + 7 + 41

0.1,1342180,671090,10,10,28 + 11 + 28
0.1,1342180,671090,10,10,35 + 20 + 11
0.1,1342180,671090,10,10,17 + 29 + 12
0.1,1342180,671090,10,10,66 + 10 + 24
0.1,1342180,671090,10,10,17 + 24 + 24
0.1,1342180,671090,10,10,13 + 15 + 68
0.1,1342180,671090,10,10,56 + 22 + 29
0.1,1342180,671090,10,10,50 + 10 + 46
0.1,1342180,671090,10,10,48 + 46 + 45
0.1,1342180,671090,10,10,23 + 21 + 26

0.0,1342180,671090,10,10,24 + 25 + 31
0.0,1342180,671090,10,10,43 + 27 + 36
0.0,1342180,671090,10,10,31 + 31 + 24
0.0,1342180,671090,10,10,29 + 33 + 63
0.0,1342180,671090,10,10,34 + 24 + 24
0.0,1342180,671090,10,10,27 + 30 + 24
0.0,1342180,671090,10,10,23 + 35 + 24
0.0,1342180,671090,10,10,27 + 31 + 140
0.0,1342180,671090,10,10,24 + 25 + 22
0.0,1342180,671090,10,10,68 + 47 + 25

-0.1,1342180,671090,10,10,28 + 39 + 27
-0.1,1342180,671090,10,10,25 + 23 + 30
-0.1,1342180,671090,10,10,28 + 24 + 34
-0.1,1342180,671090,10,10,27 + 26 + 28
-0.1,1342180,671090,10,10,29 + 35 + 20
