"AbsoluteTime","Phase","Step","Loop","Iteration","Frequency","CPU_Usage","RSZ","SWAP","Cumul_pflts","Nb_pflts","Read_Kbps","Write_Kbps"
1674355008903,1,1,0,-1,2900000
1674355035178,1,1,1,-1,2900000
1674355035220,1,2,0,0,2900000
1674355038746,1,2,1,1,2900000
1674355042554,1,3,1,1,2900000
1674355059818,1,4,1,18,2900000
1674355060046,1,5,1,1,2900000
1674355063384,1,2,2,1,2900000
1674355067350,1,3,2,1,2900000
1674355078072,1,4,2,10,2900000
1674355078305,1,5,2,1,2900000
1674355081741,1,2,3,1,2900000
1674355085541,1,3,3,1,2900000
1674355115064,1,4,3,32,2900000
1674355115274,1,5,3,1,2900000
1674355118705,1,2,4,1,2900000
1674355122507,1,3,4,1,2900000
1674355156162,1,4,4,37,2900000
1674355156389,1,5,4,1,2900000
1674355159775,1,2,5,1,2900000
1674355163661,1,3,5,1,2900000
1674355186167,1,4,5,24,2900000
1674355186381,1,5,5,1,2900000
1674355189814,1,2,6,1,2900000
1674355194085,1,3,6,1,2900000
1674355214615,1,4,6,21,2900000
1674355214856,1,5,6,1,2900000
1674355218295,1,2,7,1,2900000
1674355222152,1,3,7,1,2900000
1674355299761,1,4,7,88,2900000
1674355299976,1,5,7,1,2900000
1674355303300,1,2,8,1,2900000
1674355307319,1,3,8,1,2900000
1674355327328,1,4,8,21,2900000
1674355327543,1,5,8,1,2900000
1674355330860,1,2,9,1,2900000
1674355334747,1,3,9,1,2900000
1674355352892,1,4,9,19,2900000
1674355353137,1,5,9,1,2900000
1674355356419,1,2,10,1,2900000
1674355360318,1,3,10,1,2900000
1674355379584,1,4,10,20,2900000
1674355379796,1,5,10,1,2900000
1674355379807,2,1,0,0,2900000
1674355379820,2,1,1,100,2900000
1674355379836,2,2,0,0,2900000
1674355379901,2,2,1,19,2900000
1674355379914,3,1,0,-1,2900000
1674355416386,3,1,1,-1,2900000
1674355416401,4,1,0,-1,2900000
1674355420453,4,1,1,-1,2900000
1674355420465,4,2,0,0,2900000
1674355442920,4,2,1,24,2900000
