0,0,274430,81030.736033
0,1,412675,71463.771808
0,2,387629,63700.266942
0,3,275762,58297.921015
0,4,248167,55256.862869
0,5,171116,51837.553356
0,6,123099,50233.832222
0,7,109067,49202.241124
0,8,81545,48062.561079
0,9,46492,47318.277877
0,10,23991,47084.172798
0,11,13554,47033.755296
0,12,9313,47019.217199
0,13,7576,47011.367937
0,14,6882,47005.008479
0,15,6422,46999.172606
0,16,6240,46993.809082
0,17,5889,46988.831504
0,18,5534,46984.326074
0,19,5341,46980.339138
0,20,5140,46976.717966
0,21,4732,46973.429248
0,22,4292,46970.636514
0,23,3966,46968.306570
0,24,3694,46966.291430
0,25,3321,46964.562243
0,26,2990,46963.148744
0,27,2633,46962.022996
0,28,2331,46961.166373
0,29,2057,46960.513043
0,30,1820,46960.001137
0,31,1591,46959.629820
0,32,1425,46959.341828
0,33,1272,46959.112267
0,34,1149,46958.923152
0,35,1012,46958.762549
0,36,875,46958.624518
0,37,827,46958.515940
0,38,753,46958.424593
0,39,704,46958.336744
0,40,655,46958.257630
0,41,607,46958.185591
0,42,618,46958.122178
0,43,661,46958.056448
0,44,684,46957.987043
0,45,673,46957.914748
0,46,637,46957.846937
0,47,702,46957.780148
0,48,755,46957.707275
0,49,822,46957.620043
0,50,825,46957.516773
0,51,869,46957.407726
0,52,937,46957.285057
0,53,1021,46957.136967
0,54,1045,46956.975267
0,55,1115,46956.800734
0,56,1129,46956.615696
0,57,1211,46956.421204
0,58,1216,46956.197028
0,59,1202,46955.961058
0,60,1264,46955.723988
0,61,1383,46955.460997
0,62,1423,46955.160363
0,63,1474,46954.834466
0,64,1522,46954.481258
0,65,1538,46954.100808
0,66,1567,46953.722544
0,67,1621,46953.327323
0,68,1683,46952.937844
0,69,1731,46952.511354
0,70,1753,46952.051896
0,71,1840,46951.568538
0,72,1920,46951.033525
0,73,1952,46950.480851
0,74,2017,46949.874744
0,75,2063,46949.238898
0,76,2105,46948.583364
0,77,2118,46947.913721
0,78,2116,46947.234637
0,79,2125,46946.528798
0,80,2211,46945.839195
0,81,2167,46945.118079
0,82,2251,46944.420787
0,83,2258,46943.688588
0,84,2330,46942.928050
0,85,2314,46942.154335
0,86,2375,46941.374344
0,87,2380,46940.572012
0,88,2452,46939.730133
0,89,2413,46938.868465
0,90,2325,46938.036874
0,91,2336,46937.258815
0,92,2301,46936.473654
0,93,2221,46935.727623
0,94,2194,46935.003841
0,95,2138,46934.328877
0,96,2147,46933.690205
0,97,2091,46933.080588
0,98,2081,46932.499960
0,99,2011,46931.933016
0,100,1954,46931.386910
0,101,1967,46930.874467
0,102,1907,46930.385187
0,103,1923,46929.913265
0,104,1892,46929.447181
0,105,1808,46929.013623
0,106,1795,46928.615069
0,107,1686,46928.237327
0,108,1705,46927.882501
0,109,1623,46927.518954
0,110,1592,46927.180545
0,111,1546,46926.857424
0,112,1438,46926.561700
0,113,1390,46926.301238
0,114,1371,46926.061143
0,115,1412,46925.831696
0,116,1374,46925.602906
0,117,1344,46925.384007
0,118,1365,46925.173822
0,119,1337,46924.952420
0,120,1340,46924.737715
0,121,1342,46924.523664
0,122,1470,46924.301381
0,123,1519,46924.046042
0,124,1583,46923.768462
0,125,1541,46923.466605
0,126,1608,46923.168263
0,127,1712,46922.848411
0,128,1793,46922.491419
0,129,1892,46922.070178
0,130,2046,46921.595453
0,131,2231,46921.040039
0,132,2442,46920.392472
0,133,2790,46919.606512
0,134,3111,46918.596799
0,135,3686,46917.245594
0,136,4390,46915.325212
0,137,5464,46912.448298
0,138,6815,46907.753984
0,139,8934,46900.014610
0,140,12841,46885.726440
0,141,19675,46854.805925
0,142,33618,46776.138058
0,143,56980,46539.962600
0,144,73793,45877.437514
0,145,56958,44845.066494
0,146,29511,44250.700172
0,147,12872,44097.885813
0,148,5361,44070.607682
0,149,2343,44065.783282
