0,0,168755
1,0,10749
2,0,93131
3,0,141911
4,0,114346
5,0,316191
6,0,77694
7,0,68842
8,0,42725
9,0,576185
0,1,173893
1,1,102353
2,1,25784
3,1,28224
4,1,131153
5,1,65365
6,1,38794
7,1,16995
8,1,573355
9,1,66679
0,2,542534
1,2,62883
2,2,120633
3,2,37121
4,2,166970
5,2,72729
6,2,67759
7,2,200530
8,2,45615
9,2,3347
0,3,92948
1,3,92868
2,3,284381
3,3,23457
4,3,1408
5,3,41346
6,3,125728
7,3,333538
8,3,80081
9,3,94486
0,4,103415
1,4,56788
2,4,53129
3,4,513643
4,4,95248
5,4,137943
6,4,110526
7,4,215710
8,4,51582
9,4,61269
0,5,61614
1,5,199919
2,5,167690
3,5,43971
4,5,201158
5,5,514181
6,5,124952
7,5,68026
8,5,108715
9,5,72030
0,6,88360
1,6,27701
2,6,116989
3,6,94282
4,6,68572
5,6,21923
6,6,653327
7,6,21836
8,6,58486
9,6,152795
0,7,41608
1,7,76921
2,7,103366
3,7,275527
4,7,93555
5,7,148426
6,7,53953
7,7,294020
8,7,133213
9,7,78978
0,8,22430
1,8,233663
2,8,376318
3,8,95689
4,8,298653
5,8,3308
6,8,77628
7,8,46340
8,8,138489
9,8,133054
0,9,46623
1,9,478335
2,9,759
3,9,88355
4,9,171117
5,9,20768
6,9,11819
7,9,76343
8,9,109919
9,9,103357
