"AbsoluteTime","Phase","Step","Loop","Iteration","Change_count","Total_distance","Frequency","CPU_Usage","RSZ","SWAP","Cumul_pflts","Temperature","IO_Kbps"
1677434693808,*,*,*,*,*,*,*,93.8,1152.9m,0.4m,6055,78000,0
1677434695047,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434696290,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434697529,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434698767,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434700007,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434701244,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434702482,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,74000,0
1677434703719,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434704956,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434706194,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,74000,0
1677434707434,*,*,*,*,*,*,*,93.3,1152.9m,0.4m,6055,77000,0
1677434708671,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,78000,0
1677434709909,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434711147,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434712385,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434713622,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434714859,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434716096,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,73000,0
1677434717335,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434718573,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434719810,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,75000,0
1677434721051,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434722288,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434723526,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434724764,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434726002,*,*,*,*,*,*,*,93.3,1152.9m,0.4m,6055,77000,0
1677434727240,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434728477,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434729714,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,74000,0
1677434730951,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434732190,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434733428,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,74000,0
1677434734675,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434735912,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434737149,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434738387,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434739627,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434740863,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434742103,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434743340,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,74000,0
1677434744578,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434745816,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,78000,0
1677434747054,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,74000,0
1677434748310,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434749547,*,*,*,*,*,*,*,93.3,1152.9m,0.4m,6055,77000,0
1677434750786,*,*,*,*,*,*,*,93.3,1152.9m,0.4m,6055,76000,0
1677434752024,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434753261,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434754499,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434755737,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434756975,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,74000,0
1677434758212,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434759450,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434760687,*,*,*,*,*,*,*,87.5,1152.9m,0.4m,6055,80000,0
1677434761934,*,*,*,*,*,*,*,93.8,1152.9m,0.4m,6055,76000,0
1677434763175,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434764412,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434765649,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434766887,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434768124,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434769362,*,*,*,*,*,*,*,93.3,1152.9m,0.4m,6055,77000,0
1677434770600,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,74000,0
1677434771838,*,*,*,*,*,*,*,93.8,1152.9m,0.4m,6055,77000,0
1677434773075,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434774313,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,78000,0
1677434775551,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434776790,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434778028,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434779266,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434780504,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434781741,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,77000,0
1677434782979,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,76000,0
1677434784217,*,*,*,*,*,*,*,100.0,1152.9m,0.4m,6055,75000,0
1677434785456,*,*,*,*,*,*,*,66.7,636.2m,0.4m,6055,70000,311993
1677434786694,*,*,*,*,*,*,*,100.0,990.8m,0.4m,6055,76000,0
1677434787932,*,*,*,*,*,*,*,100.0,990.8m,0.4m,6055,76000,0
1677434789170,*,*,*,*,*,*,*,100.0,990.8m,0.4m,6055,76000,134844
1677434790409,*,*,*,*,*,*,*,73.3,800.5m,0.4m,6055,68000,154520
1677434791649,*,*,*,*,*,*,*,100.0,990.8m,0.4m,6055,77000,0
1677434792886,*,*,*,*,*,*,*,93.3,990.8m,0.4m,6055,73000,0
1677434794123,*,*,*,*,*,*,*,100.0,990.8m,0.4m,6055,75000,295881
1677434795363,*,*,*,*,*,*,*,80.0,969.5m,0.4m,6055,65000,0
1677434796602,*,*,*,*,*,*,*,100.0,990.8m,0.4m,6055,76000,0
1677434797839,*,*,*,*,*,*,*,100.0,990.8m,0.4m,6055,76000,0
1677434799078,*,*,*,*,*,*,*,93.3,615.3m,0.4m,6055,79000,0
1677434800326,*,*,*,*,*,*,*,100.0,615.3m,0.4m,6055,76000,0
1677434801563,*,*,*,*,*,*,*,100.0,615.3m,0.4m,6055,76000,0
1677434802801,*,*,*,*,*,*,*,100.0,615.3m,0.4m,6055,76000,0
1677434804038,*,*,*,*,*,*,*,100.0,615.3m,0.4m,6055,75000,0
1677434805275,*,*,*,*,*,*,*,100.0,615.3m,0.4m,6055,76000,0
1677434806514,*,*,*,*,*,*,*,93.3,615.3m,0.4m,6055,76000,0
1677434807752,*,*,*,*,*,*,*,100.0,615.3m,0.4m,6055,75000,0
1677434808989,*,*,*,*,*,*,*,100.0,615.3m,0.4m,6055,76000,0
1677434810226,*,*,*,*,*,*,*,100.0,615.3m,0.4m,6055,77000,0
1677434811463,*,*,*,*,*,*,*,100.0,1153.0m,0.4m,6055,77000,0
1677434812700,*,*,*,*,*,*,*,100.0,1153.0m,0.4m,6055,78000,0
1677434813940,*,*,*,*,*,*,*,86.7,1153.0m,8.7m,6071,74000,0
1677434815193,*,*,*,*,*,*,*,93.3,1153.0m,8.7m,6071,76000,0
1677434816431,*,*,*,*,*,*,*,100.0,1153.0m,8.7m,6071,76000,0
1677434817669,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434818906,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,76000,0
1677434820145,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434821383,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434822620,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434823856,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,81000,0
1677434825099,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434826336,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434827572,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434828812,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434830052,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434831289,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434832527,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434833765,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677434835004,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434836242,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434837479,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434838718,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434839958,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434841196,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434842434,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,77000,0
1677434843674,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,75000,0
1677434844912,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434846149,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434847386,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,73000,0
1677434848643,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434849880,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434851118,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434852355,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434853594,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434854832,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434856070,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434857307,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,74000,0
1677434858546,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434859784,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434861022,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,77000,0
1677434862260,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434863498,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434864736,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434865974,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434867212,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434868449,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,77000,0
1677434869687,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434870923,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677434872161,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434873399,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677434874639,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434875882,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434877119,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434878356,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434879595,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434880832,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434882071,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434883309,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434884547,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677434885786,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,76000,0
1677434887024,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434888263,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434889500,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434890737,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434891975,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434893212,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434894447,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,74000,0
1677434895684,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434896922,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,79000,0
1677434898160,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,73000,0
1677434899417,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434900655,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434901892,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434903130,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434904367,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434905607,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434906844,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434908083,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,74000,0
1677434909319,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434910563,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434911802,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,76000,0
1677434913040,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434914279,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434915517,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434916757,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434917994,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434919231,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434920470,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,77000,0
1677434921707,*,*,*,*,*,*,*,93.8,1153.0m,8.5m,6071,74000,0
1677434922946,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434924183,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434925421,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434926659,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434927895,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434929138,*,*,*,*,*,*,*,93.8,1153.0m,8.5m,6071,77000,0
1677434930375,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434931613,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677434932852,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434934091,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434935329,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,81000,0
1677434936572,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434937810,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434939048,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434940284,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434941522,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434942759,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434943997,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434945234,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,74000,0
1677434946472,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434947711,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434948950,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,78000,0
1677434950189,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434951427,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434952664,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434953903,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434955142,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434956380,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434957618,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434958855,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,72000,0
1677434960095,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434961333,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,77000,0
1677434962576,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434963821,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434965058,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434966295,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434967533,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434968773,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677434970011,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434971248,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434972485,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677434973723,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434974960,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434976203,*,*,*,*,*,*,*,93.8,1153.0m,8.5m,6071,76000,0
1677434977446,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434978687,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434979924,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434981161,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434982399,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434983637,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434984875,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677434986115,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,74000,0
1677434987352,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434988590,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,76000,0
1677434989827,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,81000,0
1677434991098,*,*,*,*,*,*,*,87.5,1153.0m,8.5m,6071,77000,0
1677434992335,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,79000,0
1677434993573,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677434994811,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434996049,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434997287,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434998525,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677434999763,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677435001001,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435002239,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435003477,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,73000,0
1677435004736,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435005974,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435007212,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435008450,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,79000,0
1677435009688,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435010927,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,77000,0
1677435012163,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435013402,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677435014639,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,79000,0
1677435015877,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435017114,*,*,*,*,*,*,*,86.7,1153.0m,8.5m,6071,81000,0
1677435018359,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435019596,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435020833,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,77000,0
1677435022072,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435023310,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435024548,*,*,*,*,*,*,*,93.8,1153.0m,8.5m,6071,77000,0
1677435025786,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435027024,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435028263,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435029501,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,78000,0
1677435030740,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,76000,0
1677435031980,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435033217,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435034455,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435035692,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435036930,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435038168,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435039406,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435040643,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677435041881,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,77000,0
1677435043124,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435044362,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,76000,0
1677435045603,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435046840,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435048080,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435049317,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435050554,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677435051792,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435053031,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435054269,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,79000,0
1677435055520,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435056758,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435057996,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435059234,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435060472,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435061710,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,76000,0
1677435062950,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,79000,0
1677435064188,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,74000,0
1677435065426,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435066663,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435067902,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,76000,0
1677435069142,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435070379,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435071619,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435072856,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677435074093,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435075331,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435076568,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435077805,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,74000,0
1677435079043,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435080281,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435081526,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435082767,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435084005,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,77000,0
1677435085244,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435086482,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435087720,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,74000,0
1677435088960,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435090198,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435091435,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677435092678,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435093916,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
