1681225103.0258307;13421800,13421800,1,2256;0.7200770378112793;1475765.0;956235.0
1681225176.111377;13421800,13421800,1,2256;527.5732736587524;3542700037.0;666163883.0


1681246582.2400343;13421800,13421800,2,1155;1.2602970600128174;1418514.0;1461544.0
1681246589.3117726;13421800,13421800,4,605;510.3539569377899;3292398005.0;618138981.0
1681247105.7709906;13421800,13421800,5,495;487.62547969818115;3250605814.0;592297678.0
1681247599.6676984;13421800,13421800,8,329;194.01873445510864;1194235896.0;231099140.0
1681247799.8172808;13421800,13421800,10,274;79.03854012489319;429902281.0;103266460.0


1681247907.4132953;13421800,13421800,2,1155;23696.608835220337;22714479937.0;23453973772.0


1681271784.2787628;13421800,13421800,2,1155;3499.3390045166016;4766772770.0;3585650610.0
1681275289.9048927;13421800,13421800,4,605;11948.470493078232;-36969124963.0;-31955671733.0
1681287388.5064187;13421800,13421800,1.1,2056;712.5430574417114;1658375089.0;781262831.0
1681288107.182614;13421800,13421800,1.2,1889;1405.4905471801758;2314310909.0;1464323644.0
1681289518.927404;13421800,13421800,1.3,1748;6383.496107816696;6291341805.0;6358828325.0


1681206161.302146;13421800,1342180,10,ondemand;634.241516828537;4109832374.0;796429541.0
1681208710.8072894;13421800,1677725,8,ondemand;639.0265066623688;4153310168.0;798793182.0
1681211291.138997;13421800,2684360,5,ondemand;673.4334535598755;4415098072.0;843593116.0
1681214000.345324;13421800,3355450,4,ondemand;693.5690665245056;4560714643.0;869862214.0
1681216802.7786922;13421800,6710900,2,ondemand;805.2125380039215;5404318013.0;1015871057.0
1681220047.0280619;13421800,13421800,1,ondemand;522.4556424617767;3527876222.0;661303849.0


