AbsoluteTime,Phase,Step,Loop,Iteration,Frequency,CPU_Usage,RSZ,SWAP,Cumul_pflts,Temperature,Read_Kbps,Write_Kbps
1676837783939,*,*,*,*,*,100.0,540.5m,0:00:00,0,85000,26698.79,
1676837784201,*,*,*,*,2749959,,,,,,,
1676837784300,*,*,*,*,2693874,,,,,,,
1676837784496,*,*,*,*,2859389,,,,,,,
1676837784696,*,*,*,*,2859836,,,,,,,
1676837784896,*,*,*,*,2864530,,,,,,,
1676837785099,*,*,*,*,2693873,,,,,,,
1676837785296,*,*,*,*,2673293,,,,,,,
1676837785339,*,*,*,*,*,26.7,76.4m,0:00:00,0,60000,99653.63,
1676837785497,*,*,*,*,2415100,,,,,,,
1676837785697,*,*,*,*,2491960,,,,,,,
1676837785897,*,*,*,*,2281790,,,,,,,
1676837786097,*,*,*,*,2200102,,,,,,,
1676837786297,*,*,*,*,2191806,,,,,,,
1676837786497,*,*,*,*,2197610,,,,,,,
1676837786599,*,*,*,*,*,25.0,214.4m,0:00:00,0,58000,71075.50,
1676837786697,*,*,*,*,2357635,,,,,,,
1676837786897,*,*,*,*,2267612,,,,,,,
1676837787097,*,*,*,*,2294781,,,,,,,
1676837787311,*,*,*,*,2193661,,,,,,,
1676837787511,*,*,*,*,799129,,,,,,,
1676837787715,*,*,*,*,893701,,,,,,,
1676837787882,*,*,*,*,*,26.7,321.9m,0:00:00,0,56000,98398.69,
1676837787900,*,*,*,*,1932883,,,,,,,
1676837788107,*,*,*,*,1733984,,,,,,,
1676837788302,*,*,*,*,1750323,,,,,,,
1676837788501,*,*,*,*,1423748,,,,,,,
1676837788701,*,*,*,*,2232013,,,,,,,
1676837788906,*,*,*,*,1126546,,,,,,,
1676837789106,*,*,*,*,1097506,,,,,,,
1676837789212,*,*,*,*,*,73.3,457.7m,0:00:00,0,76000,0.00,
1676837789296,*,*,*,*,1769534,,,,,,,
1676837789495,*,*,*,*,2782475,,,,,,,
1676837789695,*,*,*,*,2858959,,,,,,,
1676837789896,*,*,*,*,2857266,,,,,,,
1676837790095,*,*,*,*,2817025,,,,,,,
1676837790295,*,*,*,*,2876606,,,,,,,
1676837790477,*,*,*,*,*,100.0,499.5m,0:00:00,0,82000,0.00,
1676837790499,*,*,*,*,2693875,,,,,,,
1676837790699,*,*,*,*,2802052,,,,,,,
1676837790895,*,*,*,*,2833526,,,,,,,
1676837791098,*,*,*,*,2857285,,,,,,,
1676837791296,*,*,*,*,2867732,,,,,,,
1676837791495,*,*,*,*,2866366,,,,,,,
1676837791696,*,*,*,*,2864020,,,,,,,
1676837791753,*,*,*,*,*,100.0,542.3m,0:00:00,0,83000,0.00,
1676837791896,*,*,*,*,2834319,,,,,,,
1676837792096,*,*,*,*,2776313,,,,,,,
1676837792295,*,*,*,*,2871209,,,,,,,
1676837792495,*,*,*,*,2875743,,,,,,,
1676837792696,*,*,*,*,2849629,,,,,,,
1676837792895,*,*,*,*,2870032,,,,,,,
1676837793016,*,*,*,*,*,100.0,584.8m,0:00:00,0,82000,0.00,
1676837793095,*,*,*,*,2839696,,,,,,,
1676837793296,*,*,*,*,2747113,,,,,,,
1676837793495,*,*,*,*,2845270,,,,,,,
1676837793695,*,*,*,*,2867054,,,,,,,
1676837793895,*,*,*,*,2876235,,,,,,,
1676837794095,*,*,*,*,2863849,,,,,,,
1676837794279,*,*,*,*,*,100.0,542.5m,0:00:00,0,71000,95837.42,
1676837794299,*,*,*,*,2848044,,,,,,,
1676837794499,*,*,*,*,2855490,,,,,,,
1676837794697,*,*,*,*,1914859,,,,,,,
1676837794901,*,*,*,*,2111441,,,,,,,
1676837795102,*,*,*,*,1396418,,,,,,,
1676837795302,*,*,*,*,1396824,,,,,,,
1676837795498,*,*,*,*,1950885,,,,,,,
1676837795578,*,*,*,*,*,33.3,542.5m,0:00:00,0,53000,100961.57,
1676837795704,*,*,*,*,1360019,,,,,,,
1676837795902,*,*,*,*,1240419,,,,,,,
1676837796096,*,*,*,*,2018101,,,,,,,
1676837796310,*,*,*,*,1502138,,,,,,,
1676837796511,*,*,*,*,798114,,,,,,,
1676837796701,*,*,*,*,1011225,,,,,,,
1676837796898,*,*,*,*,2226748,,,,,,,
1676837796951,*,*,*,*,*,25.0,542.5m,0:00:00,0,53000,41819.82,
1676837797109,*,*,*,*,1216479,,,,,,,
1676837797300,*,*,*,*,1321011,,,,,,,
1676837797496,*,*,*,*,2205442,,,,,,,
1676837797710,*,*,*,*,1648871,,,,,,,
1676837797913,*,*,*,*,819249,,,,,,,
1676837798099,*,*,*,*,1187057,,,,,,,
1676837798315,*,*,*,*,2429666,,,,,,,
1676837798348,*,*,*,*,*,60.0,561.6m,0:00:00,0,52000,48590.28,
1676837798516,*,*,*,*,952546,,,,,,,
1676837798697,*,*,*,*,2578330,,,,,,,
1676837798897,*,*,*,*,2261406,,,,,,,
1676837799101,*,*,*,*,1479917,,,,,,,
1676837799296,*,*,*,*,2071792,,,,,,,
1676837799496,*,*,*,*,2866011,,,,,,,
1676837799695,*,*,*,*,*,100.0,647.5m,0:00:00,0,79000,0.00,
1676837799699,*,*,*,*,2850720,,,,,,,
1676837799899,*,*,*,*,2826013,,,,,,,
1676837800096,*,*,*,*,2831023,,,,,,,
1676837800295,*,*,*,*,2866444,,,,,,,
1676837800495,*,*,*,*,2876737,,,,,,,
1676837800695,*,*,*,*,2863156,,,,,,,
1676837800897,*,*,*,*,2870711,,,,,,,
1676837800965,*,*,*,*,*,100.0,688.5m,0:00:00,0,81000,0.00,
1676837801096,*,*,*,*,2827414,,,,,,,
1676837801295,*,*,*,*,2795224,,,,,,,
1676837801496,*,*,*,*,2870485,,,,,,,
1676837801695,*,*,*,*,2863621,,,,,,,
1676837801895,*,*,*,*,2871186,,,,,,,
1676837802096,*,*,*,*,2834419,,,,,,,
1676837802229,*,*,*,*,*,100.0,729.2m,0:00:00,0,81000,0.00,
1676837802297,*,*,*,*,2839490,,,,,,,
1676837802495,*,*,*,*,2789949,,,,,,,
1676837802695,*,*,*,*,2857112,,,,,,,
1676837802896,*,*,*,*,2873541,,,,,,,
1676837803096,*,*,*,*,2863454,,,,,,,
1676837803295,*,*,*,*,2873923,,,,,,,
1676837803496,*,*,*,*,*,100.0,769.9m,0:00:00,0,81000,18931.17,
1676837803499,*,*,*,*,2823377,,,,,,,
1676837803699,*,*,*,*,2808532,,,,,,,
1676837803958,*,*,*,*,2755538,,,,,,,
1676837804096,*,*,*,*,2761360,,,,,,,
1676837804296,*,*,*,*,2867464,,,,,,,
1676837804495,*,*,*,*,2871852,,,,,,,
1676837804700,*,*,*,*,2408420,,,,,,,
1676837804774,*,*,*,*,*,40.0,713.2m,0:00:00,0,68000,76599.66,
1676837804899,*,*,*,*,1632514,,,,,,,
1676837805102,*,*,*,*,2046026,,,,,,,
1676837805309,*,*,*,*,915673,,,,,,,
1676837805505,*,*,*,*,995960,,,,,,,
1676837805696,*,*,*,*,2047657,,,,,,,
1676837805911,*,*,*,*,1335763,,,,,,,
1676837806099,*,*,*,*,*,53.3,713.2m,0:00:00,0,57000,103895.69,
1676837806112,*,*,*,*,876217,,,,,,,
1676837806301,*,*,*,*,1359619,,,,,,,
1676837806502,*,*,*,*,2061806,,,,,,,
1676837806707,*,*,*,*,905593,,,,,,,
1676837806908,*,*,*,*,1005849,,,,,,,
1676837807096,*,*,*,*,1965161,,,,,,,
1676837807304,*,*,*,*,1562119,,,,,,,
1676837807409,*,*,*,*,*,33.3,713.2m,0:00:00,0,54000,57251.54,
1676837807504,*,*,*,*,1227882,,,,,,,
1676837807703,*,*,*,*,1335009,,,,,,,
1676837807901,*,*,*,*,2091134,,,,,,,
1676837808115,*,*,*,*,844502,,,,,,,
1676837808314,*,*,*,*,867149,,,,,,,
1676837808496,*,*,*,*,1974022,,,,,,,
1676837808710,*,*,*,*,1061528,,,,,,,
1676837808792,*,*,*,*,*,13.3,754.5m,0:00:00,0,51000,9844.71,
1676837808911,*,*,*,*,1148476,,,,,,,
1676837809103,*,*,*,*,1417993,,,,,,,
1676837809309,*,*,*,*,2015194,,,,,,,
1676837809511,*,*,*,*,808372,,,,,,,
1676837809708,*,*,*,*,834960,,,,,,,
1676837809895,*,*,*,*,2209012,,,,,,,
1676837810110,*,*,*,*,959150,,,,,,,
1676837810171,*,*,*,*,*,6.7,767.6m,0:00:00,0,51000,19292.02,
1676837810319,*,*,*,*,881016,,,,,,,
1676837810499,*,*,*,*,1485101,,,,,,,
1676837810704,*,*,*,*,1835581,,,,,,,
1676837810911,*,*,*,*,803754,,,,,,,
1676837811103,*,*,*,*,1152889,,,,,,,
1676837811295,*,*,*,*,2171831,,,,,,,
1676837811515,*,*,*,*,866907,,,,,,,
1676837811551,*,*,*,*,*,100.0,800.3m,0:00:00,0,71000,0.00,
1676837811696,*,*,*,*,1597764,,,,,,,
1676837811897,*,*,*,*,2765493,,,,,,,
1676837812095,*,*,*,*,2853709,,,,,,,
1676837812295,*,*,*,*,2867469,,,,,,,
1676837812496,*,*,*,*,2862415,,,,,,,
1676837812695,*,*,*,*,2853075,,,,,,,
1676837812838,*,*,*,*,*,100.0,841.1m,0:00:00,0,80000,0.00,
1676837812896,*,*,*,*,2841969,,,,,,,
1676837813096,*,*,*,*,2791939,,,,,,,
1676837813296,*,*,*,*,2845820,,,,,,,
1676837813495,*,*,*,*,2875689,,,,,,,
1676837813696,*,*,*,*,2856749,,,,,,,
1676837813896,*,*,*,*,2869853,,,,,,,
1676837814099,*,*,*,*,2863678,,,,,,,
1676837814103,*,*,*,*,*,100.0,881.8m,0:00:00,0,80000,0.00,
1676837814299,*,*,*,*,2819695,,,,,,,
1676837814500,*,*,*,*,2776957,,,,,,,
1676837814695,*,*,*,*,2855259,,,,,,,
1676837814895,*,*,*,*,2877462,,,,,,,
1676837815095,*,*,*,*,2875214,,,,,,,
1676837815296,*,*,*,*,2864897,,,,,,,
1676837815370,*,*,*,*,*,100.0,922.6m,0:00:00,0,80000,0.00,
1676837815496,*,*,*,*,2831009,,,,,,,
1676837815695,*,*,*,*,2782336,,,,,,,
1676837815896,*,*,*,*,2856128,,,,,,,
1676837816096,*,*,*,*,2871633,,,,,,,
1676837816295,*,*,*,*,2868481,,,,,,,
1676837816495,*,*,*,*,2873898,,,,,,,
1676837816646,*,*,*,*,*,93.8,963.5m,0:00:00,0,81000,0.00,
1676837816696,*,*,*,*,2825969,,,,,,,
1676837816897,*,*,*,*,2790558,,,,,,,
1676837817096,*,*,*,*,2819083,,,,,,,
1676837817296,*,*,*,*,2865938,,,,,,,
1676837817496,*,*,*,*,2861383,,,,,,,
1676837817696,*,*,*,*,2855410,,,,,,,
1676837817899,*,*,*,*,2833407,,,,,,,
1676837817915,*,*,*,*,*,100.0,591.5m,0:00:00,0,86000,0.00,
1676837818101,*,*,*,*,2768740,,,,,,,
1676837818296,*,*,*,*,2803737,,,,,,,
1676837818496,*,*,*,*,2875392,,,,,,,
1676837818696,*,*,*,*,2841871,,,,,,,
1676837818895,*,*,*,*,2871708,,,,,,,
1676837819095,*,*,*,*,2850617,,,,,,,
1676837819186,*,*,*,*,*,100.0,591.5m,0:00:00,0,85000,0.00,
1676837819296,*,*,*,*,2854201,,,,,,,
1676837819495,*,*,*,*,2781490,,,,,,,
1676837819695,*,*,*,*,2856427,,,,,,,
1676837819896,*,*,*,*,2874656,,,,,,,
1676837820095,*,*,*,*,2867395,,,,,,,
1676837820296,*,*,*,*,2866998,,,,,,,
1676837820449,*,*,*,*,*,100.0,591.5m,0:00:00,0,85000,0.00,
1676837820495,*,*,*,*,2842188,,,,,,,
1676837820699,*,*,*,*,2734284,,,,,,,
1676837820896,*,*,*,*,2856368,,,,,,,
1676837821095,*,*,*,*,2875206,,,,,,,
1676837821295,*,*,*,*,2872055,,,,,,,
1676837821496,*,*,*,*,2871507,,,,,,,
1676837821695,*,*,*,*,2866627,,,,,,,
1676837821723,*,*,*,*,*,100.0,591.5m,0:00:00,0,85000,0.00,
1676837821897,*,*,*,*,2827282,,,,,,,
1676837822096,*,*,*,*,2838131,,,,,,,
1676837822295,*,*,*,*,2857921,,,,,,,
1676837822495,*,*,*,*,2876867,,,,,,,
1676837822696,*,*,*,*,2809577,,,,,,,
1676837822895,*,*,*,*,2865128,,,,,,,
1676837822987,*,*,*,*,*,100.0,591.5m,0:00:00,0,85000,0.00,
1676837823095,*,*,*,*,2843884,,,,,,,
1676837823295,*,*,*,*,2784367,,,,,,,
1676837823604,*,*,*,*,2693874,,,,,,,
1676837823699,*,*,*,*,2693818,,,,,,,
1676837823895,*,*,*,*,2857397,,,,,,,
1676837824096,*,*,*,*,2858556,,,,,,,
1676837824251,*,*,*,*,*,100.0,591.5m,0:00:00,0,86000,0.00,
1676837824295,*,*,*,*,2835785,,,,,,,
1676837824499,*,*,*,*,2795964,,,,,,,
1676837824695,*,*,*,*,2855280,,,,,,,
1676837824896,*,*,*,*,2874119,,,,,,,
1676837825095,*,*,*,*,2876315,,,,,,,
1676837825295,*,*,*,*,2866382,,,,,,,
1676837825496,*,*,*,*,2816214,,,,,,,
1676837825515,*,*,*,*,*,93.3,591.5m,0:00:00,0,86000,0.00,
1676837825699,*,*,*,*,2789210,,,,,,,
1676837825896,*,*,*,*,2796650,,,,,,,
1676837826096,*,*,*,*,2813692,,,,,,,
1676837826295,*,*,*,*,2868004,,,,,,,
1676837826495,*,*,*,*,2873474,,,,,,,
1676837826695,*,*,*,*,2865330,,,,,,,
1676837826783,*,*,*,*,*,100.0,591.5m,0:00:00,0,86000,0.00,
1676837826896,*,*,*,*,2827415,,,,,,,
1676837827095,*,*,*,*,2780475,,,,,,,
1676837827295,*,*,*,*,2858920,,,,,,,
1676837827496,*,*,*,*,2859157,,,,,,,
1676837827695,*,*,*,*,2819342,,,,,,,
1676837827895,*,*,*,*,2862325,,,,,,,
1676837828048,*,*,*,*,*,93.3,591.5m,0:00:00,0,87000,0.00,
1676837828095,*,*,*,*,2830302,,,,,,,
1676837828299,*,*,*,*,2754180,,,,,,,
1676837828495,*,*,*,*,2862216,,,,,,,
1676837828695,*,*,*,*,2849024,,,,,,,
1676837828896,*,*,*,*,2857505,,,,,,,
1676837829095,*,*,*,*,2869912,,,,,,,
1676837829295,*,*,*,*,2871445,,,,,,,
1676837829319,*,*,*,*,*,100.0,591.5m,0:00:00,0,86000,0.00,
1676837829499,*,*,*,*,2799876,,,,,,,
1676837829696,*,*,*,*,2756573,,,,,,,
1676837829895,*,*,*,*,2869799,,,,,,,
1676837830095,*,*,*,*,2864878,,,,,,,
1676837830296,*,*,*,*,2854358,,,,,,,
1676837830495,*,*,*,*,2869497,,,,,,,
1676837830608,*,*,*,*,*,100.0,591.5m,0:00:00,0,86000,0.00,
1676837830695,*,*,*,*,2823803,,,,,,,
1676837830895,*,*,*,*,2787886,,,,,,,
1676837831097,*,*,*,*,2862084,,,,,,,
1676837831295,*,*,*,*,2870383,,,,,,,
1676837831495,*,*,*,*,2876660,,,,,,,
1676837831696,*,*,*,*,2851886,,,,,,,
1676837831875,*,*,*,*,*,93.8,591.5m,0:00:00,0,85000,0.00,
1676837831898,*,*,*,*,2841814,,,,,,,
1676837832099,*,*,*,*,2817882,,,,,,,
1676837832296,*,*,*,*,2793282,,,,,,,
1676837832495,*,*,*,*,2871378,,,,,,,
1676837832695,*,*,*,*,2866698,,,,,,,
1676837832895,*,*,*,*,2858568,,,,,,,
1676837833096,*,*,*,*,2869741,,,,,,,
1676837833143,*,*,*,*,*,100.0,591.5m,0:00:00,0,86000,0.00,
1676837833296,*,*,*,*,2819596,,,,,,,
1676837833496,*,*,*,*,2799432,,,,,,,
1676837833696,*,*,*,*,2846670,,,,,,,
1676837833895,*,*,*,*,2857827,,,,,,,
1676837834095,*,*,*,*,2877226,,,,,,,
1676837834295,*,*,*,*,2871015,,,,,,,
1676837834403,*,*,*,*,*,100.0,591.5m,0:00:00,0,86000,0.00,
1676837834496,*,*,*,*,2840306,,,,,,,
1676837834695,*,*,*,*,2776130,,,,,,,
1676837834895,*,*,*,*,2867257,,,,,,,
1676837835096,*,*,*,*,2865029,,,,,,,
1676837835295,*,*,*,*,2865964,,,,,,,
1676837835495,*,*,*,*,2875145,,,,,,,
1676837835674,*,*,*,*,*,93.8,591.5m,0:00:00,0,85000,0.00,
1676837835698,*,*,*,*,2693873,,,,,,,
1676837835899,*,*,*,*,2810728,,,,,,,
1676837836095,*,*,*,*,2835403,,,,,,,
1676837836295,*,*,*,*,2869228,,,,,,,
1676837836496,*,*,*,*,2870522,,,,,,,
1676837836711,*,*,*,*,2840596,,,,,,,
1676837836895,*,*,*,*,2846559,,,,,,,
1676837836953,*,*,*,*,*,100.0,650.5m,0:00:00,0,87000,0.00,
1676837837096,*,*,*,*,2855423,,,,,,,
1676837837296,*,*,*,*,2774010,,,,,,,
1676837837496,*,*,*,*,2875545,,,,,,,
1676837837697,*,*,*,*,2860688,,,,,,,
1676837837896,*,*,*,*,2865970,,,,,,,
1676837838095,*,*,*,*,2869380,,,,,,,
1676837838215,*,*,*,*,*,100.0,824.5m,0:00:00,0,85000,0.00,
1676837838296,*,*,*,*,2840606,,,,,,,
1676837838496,*,*,*,*,2756334,,,,,,,
1676837838695,*,*,*,*,2841260,,,,,,,
1676837838895,*,*,*,*,2843219,,,,,,,
1676837839095,*,*,*,*,2869967,,,,,,,
1676837839297,*,*,*,*,2866190,,,,,,,
1676837839479,*,*,*,*,*,93.3,994.4m,0:00:00,0,85000,0.00,
1676837839499,*,*,*,*,2841167,,,,,,,
1676837839699,*,*,*,*,2803956,,,,,,,
1676837839896,*,*,*,*,2843230,,,,,,,
1676837840096,*,*,*,*,2864352,,,,,,,
1676837840297,*,*,*,*,2860994,,,,,,,
1676837840496,*,*,*,*,2874140,,,,,,,
1676837840696,*,*,*,*,2849227,,,,,,,
1676837840750,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837840897,*,*,*,*,2822147,,,,,,,
1676837841096,*,*,*,*,2792055,,,,,,,
1676837841296,*,*,*,*,2864645,,,,,,,
1676837841495,*,*,*,*,2866303,,,,,,,
1676837841695,*,*,*,*,2866890,,,,,,,
1676837841896,*,*,*,*,2875130,,,,,,,
1676837842018,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837842096,*,*,*,*,2827209,,,,,,,
1676837842295,*,*,*,*,2781446,,,,,,,
1676837842495,*,*,*,*,2849378,,,,,,,
1676837842696,*,*,*,*,2831695,,,,,,,
1676837842895,*,*,*,*,2868648,,,,,,,
1676837843096,*,*,*,*,2876374,,,,,,,
1676837843311,*,*,*,*,2693874,,,,,,,
1676837843320,*,*,*,*,*,100.0,1.1g,0:00:00,0,88000,0.00,
1676837843498,*,*,*,*,2819949,,,,,,,
1676837843696,*,*,*,*,2785973,,,,,,,
1676837843899,*,*,*,*,2830702,,,,,,,
1676837844096,*,*,*,*,2760344,,,,,,,
1676837844295,*,*,*,*,2870425,,,,,,,
1676837844495,*,*,*,*,2869486,,,,,,,
1676837844586,*,*,*,*,*,93.8,1.1g,0:00:00,0,87000,0.00,
1676837844696,*,*,*,*,2803547,,,,,,,
1676837844896,*,*,*,*,2777823,,,,,,,
1676837845096,*,*,*,*,2864434,,,,,,,
1676837845296,*,*,*,*,2873679,,,,,,,
1676837845496,*,*,*,*,2868151,,,,,,,
1676837845696,*,*,*,*,2862118,,,,,,,
1676837845853,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837845896,*,*,*,*,2836769,,,,,,,
1676837846100,*,*,*,*,2693873,,,,,,,
1676837846295,*,*,*,*,2833555,,,,,,,
1676837846495,*,*,*,*,2875676,,,,,,,
1676837846695,*,*,*,*,2862659,,,,,,,
1676837846896,*,*,*,*,2870697,,,,,,,
1676837847095,*,*,*,*,2857402,,,,,,,
1676837847134,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837847296,*,*,*,*,2829669,,,,,,,
1676837847496,*,*,*,*,2842720,,,,,,,
1676837847695,*,*,*,*,2860087,,,,,,,
1676837847895,*,*,*,*,2875066,,,,,,,
1676837848096,*,*,*,*,2878582,,,,,,,
1676837848297,*,*,*,*,2858762,,,,,,,
1676837848395,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837848497,*,*,*,*,2838833,,,,,,,
1676837848695,*,*,*,*,2777932,,,,,,,
1676837848896,*,*,*,*,2861115,,,,,,,
1676837849096,*,*,*,*,2869077,,,,,,,
1676837849295,*,*,*,*,2875714,,,,,,,
1676837849496,*,*,*,*,2839882,,,,,,,
1676837849667,*,*,*,*,*,100.0,1.1g,0:00:00,0,83000,0.00,
1676837849698,*,*,*,*,2811352,,,,,,,
1676837849899,*,*,*,*,2811549,,,,,,,
1676837850096,*,*,*,*,2844699,,,,,,,
1676837850296,*,*,*,*,2868497,,,,,,,
1676837850496,*,*,*,*,2868658,,,,,,,
1676837850696,*,*,*,*,2860510,,,,,,,
1676837850896,*,*,*,*,2851271,,,,,,,
1676837850945,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837851096,*,*,*,*,2822079,,,,,,,
1676837851296,*,*,*,*,2791025,,,,,,,
1676837851495,*,*,*,*,2870583,,,,,,,
1676837851696,*,*,*,*,2853343,,,,,,,
1676837851895,*,*,*,*,2872298,,,,,,,
1676837852096,*,*,*,*,2875076,,,,,,,
1676837852207,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837852296,*,*,*,*,2831333,,,,,,,
1676837852495,*,*,*,*,2779820,,,,,,,
1676837852695,*,*,*,*,2849194,,,,,,,
1676837852895,*,*,*,*,2875169,,,,,,,
1676837853096,*,*,*,*,2872810,,,,,,,
1676837853296,*,*,*,*,2875204,,,,,,,
1676837853474,*,*,*,*,*,93.8,1.1g,0:00:00,0,85000,0.00,
1676837853497,*,*,*,*,2839217,,,,,,,
1676837853701,*,*,*,*,2747899,,,,,,,
1676837853952,*,*,*,*,2749483,,,,,,,
1676837854095,*,*,*,*,2827700,,,,,,,
1676837854296,*,*,*,*,2875507,,,,,,,
1676837854496,*,*,*,*,2857864,,,,,,,
1676837854696,*,*,*,*,2858473,,,,,,,
1676837854761,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837854897,*,*,*,*,2830071,,,,,,,
1676837855096,*,*,*,*,2797330,,,,,,,
1676837855296,*,*,*,*,2869591,,,,,,,
1676837855495,*,*,*,*,2872519,,,,,,,
1676837855696,*,*,*,*,2797286,,,,,,,
1676837855895,*,*,*,*,2856323,,,,,,,
1676837856027,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837856095,*,*,*,*,2843013,,,,,,,
1676837856295,*,*,*,*,2785276,,,,,,,
1676837856496,*,*,*,*,2851726,,,,,,,
1676837856695,*,*,*,*,2859280,,,,,,,
1676837856896,*,*,*,*,2877969,,,,,,,
1676837857096,*,*,*,*,2852777,,,,,,,
1676837857288,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837857299,*,*,*,*,2848294,,,,,,,
1676837857499,*,*,*,*,2821221,,,,,,,
1676837857695,*,*,*,*,2813001,,,,,,,
1676837857898,*,*,*,*,2831348,,,,,,,
1676837858095,*,*,*,*,2851025,,,,,,,
1676837858295,*,*,*,*,2863932,,,,,,,
1676837858496,*,*,*,*,2858543,,,,,,,
1676837858561,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837858696,*,*,*,*,2814576,,,,,,,
1676837858896,*,*,*,*,2794427,,,,,,,
1676837859096,*,*,*,*,2881738,,,,,,,
1676837859296,*,*,*,*,2861306,,,,,,,
1676837859496,*,*,*,*,2864192,,,,,,,
1676837859696,*,*,*,*,2865102,,,,,,,
1676837859825,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837859896,*,*,*,*,2800101,,,,,,,
1676837860096,*,*,*,*,2772680,,,,,,,
1676837860295,*,*,*,*,2864408,,,,,,,
1676837860496,*,*,*,*,2834473,,,,,,,
1676837860695,*,*,*,*,2854596,,,,,,,
1676837860895,*,*,*,*,2875110,,,,,,,
1676837861086,*,*,*,*,*,93.3,1.1g,0:00:00,0,87000,0.00,
1676837861102,*,*,*,*,2852614,,,,,,,
1676837861299,*,*,*,*,2798017,,,,,,,
1676837861496,*,*,*,*,2819562,,,,,,,
1676837861695,*,*,*,*,2861362,,,,,,,
1676837861896,*,*,*,*,2853751,,,,,,,
1676837862096,*,*,*,*,2872662,,,,,,,
1676837862296,*,*,*,*,2875760,,,,,,,
1676837862364,*,*,*,*,*,93.3,1.1g,0:00:00,0,87000,0.00,
1676837862496,*,*,*,*,2831010,,,,,,,
1676837862696,*,*,*,*,2755172,,,,,,,
1676837862895,*,*,*,*,2875033,,,,,,,
1676837863095,*,*,*,*,2875862,,,,,,,
1676837863296,*,*,*,*,2851319,,,,,,,
1676837863496,*,*,*,*,2862483,,,,,,,
1676837863638,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837863696,*,*,*,*,2832198,,,,,,,
1676837863896,*,*,*,*,2790618,,,,,,,
1676837864096,*,*,*,*,2858213,,,,,,,
1676837864296,*,*,*,*,2869258,,,,,,,
1676837864495,*,*,*,*,2869898,,,,,,,
1676837864696,*,*,*,*,2833188,,,,,,,
1676837864899,*,*,*,*,2864729,,,,,,,
1676837864908,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837865099,*,*,*,*,2822062,,,,,,,
1676837865296,*,*,*,*,2811985,,,,,,,
1676837865496,*,*,*,*,2864167,,,,,,,
1676837865695,*,*,*,*,2867376,,,,,,,
1676837865895,*,*,*,*,2876076,,,,,,,
1676837866096,*,*,*,*,2870044,,,,,,,
1676837866176,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837866295,*,*,*,*,2832016,,,,,,,
1676837866495,*,*,*,*,2790743,,,,,,,
1676837866696,*,*,*,*,2836572,,,,,,,
1676837866896,*,*,*,*,2872293,,,,,,,
1676837867095,*,*,*,*,2874539,,,,,,,
1676837867295,*,*,*,*,2864737,,,,,,,
1676837867444,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837867496,*,*,*,*,2826404,,,,,,,
1676837867699,*,*,*,*,2777966,,,,,,,
1676837867895,*,*,*,*,2856857,,,,,,,
1676837868096,*,*,*,*,2859079,,,,,,,
1676837868296,*,*,*,*,2867203,,,,,,,
1676837868496,*,*,*,*,2864334,,,,,,,
1676837868696,*,*,*,*,2864767,,,,,,,
1676837868726,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837868897,*,*,*,*,2810603,,,,,,,
1676837869095,*,*,*,*,2794130,,,,,,,
1676837869295,*,*,*,*,2874347,,,,,,,
1676837869496,*,*,*,*,2852507,,,,,,,
1676837869695,*,*,*,*,2797537,,,,,,,
1676837869895,*,*,*,*,2870344,,,,,,,
1676837869994,*,*,*,*,*,100.0,1.1g,0:00:00,0,88000,0.00,
1676837870096,*,*,*,*,2767413,,,,,,,
1676837870296,*,*,*,*,2775343,,,,,,,
1676837870495,*,*,*,*,2857557,,,,,,,
1676837870696,*,*,*,*,2858600,,,,,,,
1676837870896,*,*,*,*,2861789,,,,,,,
1676837871095,*,*,*,*,2874920,,,,,,,
1676837871257,*,*,*,*,*,93.8,1.1g,0:00:00,0,86000,0.00,
1676837871295,*,*,*,*,2839463,,,,,,,
1676837871508,*,*,*,*,2693874,,,,,,,
1676837871703,*,*,*,*,2800075,,,,,,,
1676837871896,*,*,*,*,2867174,,,,,,,
1676837872095,*,*,*,*,2870040,,,,,,,
1676837872296,*,*,*,*,2866818,,,,,,,
1676837872495,*,*,*,*,2869863,,,,,,,
