AbsoluteTime,Phase,Step,Loop,Iteration,Frequency,CPU_Usage,RSZ,SWAP,Cumul_pflts,Temperature,Read_Kbps,Write_Kbps
1676837695496,*,*,*,*,2872823,,,,,,,
1676837695696,*,*,*,*,2848834,,,,,,,
1676837695895,*,*,*,*,2861718,,,,,,,
1676837695935,*,*,*,*,*,100.0,1.1g,0:00:00,0,84000,0.00,
1676837696095,*,*,*,*,2812959,,,,,,,
1676837696296,*,*,*,*,2798126,,,,,,,
1676837696495,*,*,*,*,2867282,,,,,,,
1676837696696,*,*,*,*,2865229,,,,,,,
1676837696896,*,*,*,*,2871249,,,,,,,
1676837697096,*,*,*,*,2873848,,,,,,,
1676837697196,*,*,*,*,*,100.0,1.1g,0:00:00,0,83000,0.00,
1676837697295,*,*,*,*,2836660,,,,,,,
1676837697495,*,*,*,*,2770330,,,,,,,
1676837697696,*,*,*,*,2855279,,,,,,,
1676837697895,*,*,*,*,2874554,,,,,,,
1676837698096,*,*,*,*,2874938,,,,,,,
1676837698296,*,*,*,*,2884080,,,,,,,
1676837698460,*,*,*,*,*,100.0,1.1g,0:00:00,0,82000,0.00,
1676837698497,*,*,*,*,2828518,,,,,,,
1676837698699,*,*,*,*,2798463,,,,,,,
1676837698896,*,*,*,*,2855185,,,,,,,
1676837699096,*,*,*,*,2868968,,,,,,,
1676837699296,*,*,*,*,2863430,,,,,,,
1676837699496,*,*,*,*,2853489,,,,,,,
1676837699696,*,*,*,*,2848148,,,,,,,
1676837699734,*,*,*,*,*,100.0,1.1g,0:00:00,0,83000,0.00,
1676837699896,*,*,*,*,2815289,,,,,,,
1676837700096,*,*,*,*,2786783,,,,,,,
1676837700296,*,*,*,*,2871619,,,,,,,
1676837700496,*,*,*,*,2870711,,,,,,,
1676837700695,*,*,*,*,2865297,,,,,,,
1676837700971,*,*,*,*,2804477,,,,,,,
1676837701008,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837701096,*,*,*,*,2826505,,,,,,,
1676837701296,*,*,*,*,2778473,,,,,,,
1676837701496,*,*,*,*,2854778,,,,,,,
1676837701696,*,*,*,*,2831697,,,,,,,
1676837701896,*,*,*,*,2861634,,,,,,,
1676837702096,*,*,*,*,2866745,,,,,,,
1676837702290,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837702310,*,*,*,*,2803689,,,,,,,
1676837702500,*,*,*,*,2713633,,,,,,,
1676837702696,*,*,*,*,2739715,,,,,,,
1676837702896,*,*,*,*,2816330,,,,,,,
1676837703095,*,*,*,*,2840124,,,,,,,
1676837703296,*,*,*,*,2764096,,,,,,,
1676837703524,*,*,*,*,2716459,,,,,,,
1676837703646,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837703696,*,*,*,*,2709333,,,,,,,
1676837703913,*,*,*,*,2702519,,,,,,,
1676837704096,*,*,*,*,2788157,,,,,,,
1676837704296,*,*,*,*,2871710,,,,,,,
1676837704496,*,*,*,*,2867122,,,,,,,
1676837704696,*,*,*,*,2850008,,,,,,,
1676837704896,*,*,*,*,2870954,,,,,,,
1676837704980,*,*,*,*,*,93.3,1.1g,0:00:00,0,84000,0.00,
1676837705096,*,*,*,*,2841750,,,,,,,
1676837705296,*,*,*,*,2787519,,,,,,,
1676837705495,*,*,*,*,2859791,,,,,,,
1676837705696,*,*,*,*,2867683,,,,,,,
1676837705896,*,*,*,*,2882362,,,,,,,
1676837706095,*,*,*,*,2853368,,,,,,,
1676837706245,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837706296,*,*,*,*,2842415,,,,,,,
1676837706496,*,*,*,*,2784687,,,,,,,
1676837706696,*,*,*,*,2825068,,,,,,,
1676837706896,*,*,*,*,2856890,,,,,,,
1676837707095,*,*,*,*,2852557,,,,,,,
1676837707296,*,*,*,*,2821075,,,,,,,
1676837707498,*,*,*,*,2837130,,,,,,,
1676837707510,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837707699,*,*,*,*,2792910,,,,,,,
1676837707896,*,*,*,*,2809029,,,,,,,
1676837708096,*,*,*,*,2869517,,,,,,,
1676837708295,*,*,*,*,2868694,,,,,,,
1676837708495,*,*,*,*,2871009,,,,,,,
1676837708696,*,*,*,*,2854100,,,,,,,
1676837708780,*,*,*,*,*,100.0,1.1g,0:00:00,0,83000,0.00,
1676837708896,*,*,*,*,2835475,,,,,,,
1676837709096,*,*,*,*,2785591,,,,,,,
1676837709296,*,*,*,*,2870182,,,,,,,
1676837709496,*,*,*,*,2868633,,,,,,,
1676837709696,*,*,*,*,2861507,,,,,,,
1676837709896,*,*,*,*,2877160,,,,,,,
1676837710043,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837710096,*,*,*,*,2769884,,,,,,,
1676837710296,*,*,*,*,2781566,,,,,,,
1676837710495,*,*,*,*,2864922,,,,,,,
1676837710695,*,*,*,*,2854757,,,,,,,
1676837710896,*,*,*,*,2875019,,,,,,,
1676837711096,*,*,*,*,2867260,,,,,,,
1676837711297,*,*,*,*,2872196,,,,,,,
1676837711312,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837711500,*,*,*,*,2779530,,,,,,,
1676837711696,*,*,*,*,2793664,,,,,,,
1676837711896,*,*,*,*,2873024,,,,,,,
1676837712096,*,*,*,*,2766324,,,,,,,
1676837712296,*,*,*,*,2870602,,,,,,,
1676837712496,*,*,*,*,2867963,,,,,,,
1676837712580,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837712696,*,*,*,*,2833105,,,,,,,
1676837712896,*,*,*,*,2800763,,,,,,,
1676837713095,*,*,*,*,2861569,,,,,,,
1676837713296,*,*,*,*,2874718,,,,,,,
1676837713498,*,*,*,*,2815226,,,,,,,
1676837713696,*,*,*,*,2856391,,,,,,,
1676837713844,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837713896,*,*,*,*,2836224,,,,,,,
1676837714097,*,*,*,*,2786219,,,,,,,
1676837714296,*,*,*,*,2856301,,,,,,,
1676837714496,*,*,*,*,2865413,,,,,,,
1676837714696,*,*,*,*,2854652,,,,,,,
1676837714896,*,*,*,*,2847853,,,,,,,
1676837715097,*,*,*,*,2864676,,,,,,,
1676837715112,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837715299,*,*,*,*,2820018,,,,,,,
1676837715496,*,*,*,*,2808157,,,,,,,
1676837715696,*,*,*,*,2853787,,,,,,,
1676837715896,*,*,*,*,2874404,,,,,,,
1676837716095,*,*,*,*,2871665,,,,,,,
1676837716296,*,*,*,*,2858728,,,,,,,
1676837716379,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837716496,*,*,*,*,2827403,,,,,,,
1676837716695,*,*,*,*,2781258,,,,,,,
1676837716895,*,*,*,*,2872588,,,,,,,
1676837717096,*,*,*,*,2875156,,,,,,,
1676837717295,*,*,*,*,2862140,,,,,,,
1676837717496,*,*,*,*,2863023,,,,,,,
1676837717647,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837717696,*,*,*,*,2763286,,,,,,,
1676837717899,*,*,*,*,2783584,,,,,,,
1676837718096,*,*,*,*,2865851,,,,,,,
1676837718296,*,*,*,*,2875891,,,,,,,
1676837718496,*,*,*,*,2869340,,,,,,,
1676837718696,*,*,*,*,2852388,,,,,,,
1676837718895,*,*,*,*,2873599,,,,,,,
1676837718917,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837719099,*,*,*,*,2832545,,,,,,,
1676837719296,*,*,*,*,2791474,,,,,,,
1676837719496,*,*,*,*,2873976,,,,,,,
1676837719696,*,*,*,*,2850956,,,,,,,
1676837719896,*,*,*,*,2835073,,,,,,,
1676837720159,*,*,*,*,2784860,,,,,,,
1676837720209,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837720295,*,*,*,*,2774552,,,,,,,
1676837720496,*,*,*,*,2750878,,,,,,,
1676837720696,*,*,*,*,2839690,,,,,,,
1676837720895,*,*,*,*,2870431,,,,,,,
1676837721096,*,*,*,*,2820442,,,,,,,
1676837721296,*,*,*,*,2869446,,,,,,,
1676837721476,*,*,*,*,*,100.0,1.1g,0:00:00,0,84000,0.00,
1676837721498,*,*,*,*,2844522,,,,,,,
1676837721699,*,*,*,*,2807731,,,,,,,
1676837721896,*,*,*,*,2862961,,,,,,,
1676837722096,*,*,*,*,2858737,,,,,,,
1676837722295,*,*,*,*,2874130,,,,,,,
1676837722496,*,*,*,*,2843119,,,,,,,
1676837722696,*,*,*,*,2850223,,,,,,,
1676837722745,*,*,*,*,*,93.3,1.1g,0:00:00,0,84000,0.00,
1676837722896,*,*,*,*,2830146,,,,,,,
1676837723096,*,*,*,*,2791373,,,,,,,
1676837723296,*,*,*,*,2863438,,,,,,,
1676837723496,*,*,*,*,2866117,,,,,,,
1676837723696,*,*,*,*,2865298,,,,,,,
1676837723896,*,*,*,*,2845942,,,,,,,
1676837724008,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837724096,*,*,*,*,2837128,,,,,,,
1676837724295,*,*,*,*,2787259,,,,,,,
1676837724498,*,*,*,*,2707404,,,,,,,
1676837724696,*,*,*,*,2855358,,,,,,,
1676837724895,*,*,*,*,2871255,,,,,,,
1676837725095,*,*,*,*,2873798,,,,,,,
1676837725272,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837725297,*,*,*,*,2807203,,,,,,,
1676837725507,*,*,*,*,2805327,,,,,,,
1676837725695,*,*,*,*,2839676,,,,,,,
1676837725896,*,*,*,*,2835785,,,,,,,
1676837726096,*,*,*,*,2873099,,,,,,,
1676837726295,*,*,*,*,2873349,,,,,,,
1676837726495,*,*,*,*,2875556,,,,,,,
1676837726545,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837726696,*,*,*,*,2826569,,,,,,,
1676837726896,*,*,*,*,2783551,,,,,,,
1676837727096,*,*,*,*,2866484,,,,,,,
1676837727296,*,*,*,*,2857788,,,,,,,
1676837727496,*,*,*,*,2839801,,,,,,,
1676837727696,*,*,*,*,2837463,,,,,,,
1676837727810,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837727897,*,*,*,*,2840663,,,,,,,
1676837728096,*,*,*,*,2749083,,,,,,,
1676837728295,*,*,*,*,2796856,,,,,,,
1676837728496,*,*,*,*,2874791,,,,,,,
1676837728696,*,*,*,*,2778968,,,,,,,
1676837728896,*,*,*,*,2837232,,,,,,,
1676837729077,*,*,*,*,*,93.3,1.1g,0:00:00,0,83000,0.00,
1676837729099,*,*,*,*,2848161,,,,,,,
1676837729304,*,*,*,*,2806617,,,,,,,
1676837729497,*,*,*,*,2835572,,,,,,,
1676837729696,*,*,*,*,2860902,,,,,,,
1676837729895,*,*,*,*,2873954,,,,,,,
1676837730096,*,*,*,*,2866815,,,,,,,
1676837730296,*,*,*,*,2855979,,,,,,,
1676837730378,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837730497,*,*,*,*,2789006,,,,,,,
1676837730695,*,*,*,*,2787860,,,,,,,
1676837730896,*,*,*,*,2875586,,,,,,,
1676837731096,*,*,*,*,2818203,,,,,,,
1676837731295,*,*,*,*,2872796,,,,,,,
1676837731496,*,*,*,*,2870500,,,,,,,
1676837731644,*,*,*,*,*,100.0,1.1g,0:00:00,0,84000,0.00,
1676837731696,*,*,*,*,2823944,,,,,,,
1676837731898,*,*,*,*,2782827,,,,,,,
1676837732096,*,*,*,*,2797691,,,,,,,
1676837732296,*,*,*,*,2867092,,,,,,,
1676837732496,*,*,*,*,2874012,,,,,,,
1676837732696,*,*,*,*,2855338,,,,,,,
1676837732897,*,*,*,*,2862316,,,,,,,
1676837732914,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837733099,*,*,*,*,2823496,,,,,,,
1676837733296,*,*,*,*,2796855,,,,,,,
1676837733496,*,*,*,*,2852877,,,,,,,
1676837733696,*,*,*,*,2858130,,,,,,,
1676837733896,*,*,*,*,2875382,,,,,,,
1676837734095,*,*,*,*,2873101,,,,,,,
1676837734180,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837734296,*,*,*,*,2834663,,,,,,,
1676837734495,*,*,*,*,2782489,,,,,,,
1676837734695,*,*,*,*,2827942,,,,,,,
1676837734896,*,*,*,*,2860214,,,,,,,
1676837735096,*,*,*,*,2845476,,,,,,,
1676837735295,*,*,*,*,2839460,,,,,,,
1676837735440,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837735496,*,*,*,*,2847888,,,,,,,
1676837735700,*,*,*,*,2770683,,,,,,,
1676837735934,*,*,*,*,2773655,,,,,,,
1676837736095,*,*,*,*,2821016,,,,,,,
1676837736296,*,*,*,*,2866885,,,,,,,
1676837736496,*,*,*,*,2867805,,,,,,,
1676837736696,*,*,*,*,2858346,,,,,,,
1676837736719,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837736899,*,*,*,*,2811535,,,,,,,
1676837737099,*,*,*,*,2785694,,,,,,,
1676837737296,*,*,*,*,2873299,,,,,,,
1676837737496,*,*,*,*,2877069,,,,,,,
1676837737696,*,*,*,*,2817774,,,,,,,
1676837737895,*,*,*,*,2864680,,,,,,,
1676837737992,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837738095,*,*,*,*,2841741,,,,,,,
1676837738296,*,*,*,*,2848289,,,,,,,
1676837738496,*,*,*,*,2848008,,,,,,,
1676837738695,*,*,*,*,2858180,,,,,,,
1676837738895,*,*,*,*,2874902,,,,,,,
1676837739096,*,*,*,*,2868249,,,,,,,
1676837739254,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837739295,*,*,*,*,2830978,,,,,,,
1676837739499,*,*,*,*,2806895,,,,,,,
1676837739696,*,*,*,*,2806064,,,,,,,
1676837739895,*,*,*,*,2862722,,,,,,,
1676837740095,*,*,*,*,2868364,,,,,,,
1676837740295,*,*,*,*,2872944,,,,,,,
1676837740496,*,*,*,*,2872983,,,,,,,
1676837740531,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837740695,*,*,*,*,2815118,,,,,,,
1676837740896,*,*,*,*,2795537,,,,,,,
1676837741096,*,*,*,*,2867253,,,,,,,
1676837741296,*,*,*,*,2870949,,,,,,,
1676837741496,*,*,*,*,2876725,,,,,,,
1676837741696,*,*,*,*,2786261,,,,,,,
1676837741792,*,*,*,*,*,93.3,1.1g,0:00:00,0,86000,0.00,
1676837741896,*,*,*,*,2833911,,,,,,,
1676837742095,*,*,*,*,2780534,,,,,,,
1676837742296,*,*,*,*,2866448,,,,,,,
1676837742496,*,*,*,*,2869087,,,,,,,
1676837742696,*,*,*,*,2851653,,,,,,,
1676837742896,*,*,*,*,2875882,,,,,,,
1676837743057,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837743096,*,*,*,*,2744776,,,,,,,
1676837743300,*,*,*,*,2807107,,,,,,,
1676837743495,*,*,*,*,2845016,,,,,,,
1676837743695,*,*,*,*,2859800,,,,,,,
1676837743896,*,*,*,*,2871038,,,,,,,
1676837744096,*,*,*,*,2871904,,,,,,,
1676837744295,*,*,*,*,2873122,,,,,,,
1676837744336,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837744496,*,*,*,*,2818749,,,,,,,
1676837744696,*,*,*,*,2766970,,,,,,,
1676837744895,*,*,*,*,2853318,,,,,,,
1676837745096,*,*,*,*,2881315,,,,,,,
1676837745296,*,*,*,*,2855945,,,,,,,
1676837745495,*,*,*,*,2869471,,,,,,,
1676837745600,*,*,*,*,*,93.3,1.1g,0:00:00,0,84000,0.00,
1676837745696,*,*,*,*,2829122,,,,,,,
1676837745896,*,*,*,*,2755412,,,,,,,
1676837746096,*,*,*,*,2856511,,,,,,,
1676837746296,*,*,*,*,2874826,,,,,,,
1676837746496,*,*,*,*,2827451,,,,,,,
1676837746696,*,*,*,*,2844448,,,,,,,
1676837746868,*,*,*,*,*,100.0,1.1g,0:00:00,0,84000,0.00,
1676837746896,*,*,*,*,2841051,,,,,,,
1676837747099,*,*,*,*,2811398,,,,,,,
1676837747296,*,*,*,*,2847118,,,,,,,
1676837747495,*,*,*,*,2874435,,,,,,,
1676837747696,*,*,*,*,2866385,,,,,,,
1676837747896,*,*,*,*,2849681,,,,,,,
1676837748096,*,*,*,*,2870297,,,,,,,
1676837748140,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837748296,*,*,*,*,2824999,,,,,,,
1676837748496,*,*,*,*,2791730,,,,,,,
1676837748696,*,*,*,*,2848827,,,,,,,
1676837748896,*,*,*,*,2865704,,,,,,,
1676837749095,*,*,*,*,2875328,,,,,,,
1676837749296,*,*,*,*,2855823,,,,,,,
1676837749406,*,*,*,*,*,93.3,1.1g,0:00:00,0,85000,0.00,
1676837749495,*,*,*,*,2833664,,,,,,,
1676837749695,*,*,*,*,2771996,,,,,,,
1676837749896,*,*,*,*,2861553,,,,,,,
1676837750096,*,*,*,*,2850457,,,,,,,
1676837750296,*,*,*,*,2862426,,,,,,,
1676837750496,*,*,*,*,2876822,,,,,,,
1676837750677,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837750699,*,*,*,*,2782423,,,,,,,
1676837750900,*,*,*,*,2809321,,,,,,,
1676837751096,*,*,*,*,2824385,,,,,,,
1676837751296,*,*,*,*,2880754,,,,,,,
1676837751496,*,*,*,*,2862862,,,,,,,
1676837751696,*,*,*,*,2812310,,,,,,,
1676837751896,*,*,*,*,2864199,,,,,,,
1676837751952,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837752097,*,*,*,*,2779366,,,,,,,
1676837752296,*,*,*,*,2772141,,,,,,,
1676837752495,*,*,*,*,2877088,,,,,,,
1676837752696,*,*,*,*,2794375,,,,,,,
1676837752896,*,*,*,*,2842688,,,,,,,
1676837753096,*,*,*,*,2874952,,,,,,,
1676837753222,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837753298,*,*,*,*,2828207,,,,,,,
1676837753551,*,*,*,*,2695863,,,,,,,
1676837753696,*,*,*,*,2704088,,,,,,,
1676837753895,*,*,*,*,2871100,,,,,,,
1676837754096,*,*,*,*,2830975,,,,,,,
1676837754296,*,*,*,*,2866647,,,,,,,
1676837754495,*,*,*,*,2874359,,,,,,,
1676837754697,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837754698,*,*,*,*,2854178,,,,,,,
1676837754899,*,*,*,*,2823409,,,,,,,
1676837755096,*,*,*,*,2803801,,,,,,,
1676837755296,*,*,*,*,2872193,,,,,,,
1676837755496,*,*,*,*,2862333,,,,,,,
1676837755696,*,*,*,*,2855978,,,,,,,
1676837755896,*,*,*,*,2873098,,,,,,,
1676837755970,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837756096,*,*,*,*,2833146,,,,,,,
1676837756296,*,*,*,*,2781484,,,,,,,
1676837756495,*,*,*,*,2874812,,,,,,,
1676837756696,*,*,*,*,2863942,,,,,,,
1676837756897,*,*,*,*,2859103,,,,,,,
1676837757095,*,*,*,*,2868346,,,,,,,
1676837757233,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837757295,*,*,*,*,2844595,,,,,,,
1676837757503,*,*,*,*,2757364,,,,,,,
1676837757695,*,*,*,*,2841247,,,,,,,
1676837757896,*,*,*,*,2873469,,,,,,,
1676837758095,*,*,*,*,2871384,,,,,,,
1676837758296,*,*,*,*,2864854,,,,,,,
1676837758496,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837758498,*,*,*,*,2858573,,,,,,,
1676837758699,*,*,*,*,2806646,,,,,,,
1676837758896,*,*,*,*,2842421,,,,,,,
1676837759096,*,*,*,*,2869499,,,,,,,
1676837759295,*,*,*,*,2864673,,,,,,,
1676837759496,*,*,*,*,2876102,,,,,,,
1676837759696,*,*,*,*,2849747,,,,,,,
1676837759767,*,*,*,*,*,100.0,1.1g,0:00:00,0,84000,0.00,
1676837759896,*,*,*,*,2823788,,,,,,,
1676837760096,*,*,*,*,2787024,,,,,,,
1676837760296,*,*,*,*,2857522,,,,,,,
1676837760496,*,*,*,*,2860317,,,,,,,
1676837760696,*,*,*,*,2863940,,,,,,,
1676837760895,*,*,*,*,2868255,,,,,,,
1676837761030,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837761096,*,*,*,*,2836796,,,,,,,
1676837761295,*,*,*,*,2781477,,,,,,,
1676837761495,*,*,*,*,2867300,,,,,,,
1676837761696,*,*,*,*,2844742,,,,,,,
1676837761895,*,*,*,*,2856525,,,,,,,
1676837762095,*,*,*,*,2877777,,,,,,,
1676837762293,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837762298,*,*,*,*,2693875,,,,,,,
1676837762499,*,*,*,*,2813223,,,,,,,
1676837762696,*,*,*,*,2795918,,,,,,,
1676837762895,*,*,*,*,2867743,,,,,,,
1676837763096,*,*,*,*,2869144,,,,,,,
1676837763296,*,*,*,*,2867805,,,,,,,
1676837763497,*,*,*,*,2746580,,,,,,,
1676837763565,*,*,*,*,*,100.0,1.1g,0:00:00,0,88000,0.00,
1676837763696,*,*,*,*,2839094,,,,,,,
1676837763896,*,*,*,*,2765620,,,,,,,
1676837764095,*,*,*,*,2866049,,,,,,,
1676837764295,*,*,*,*,2873543,,,,,,,
1676837764496,*,*,*,*,2871860,,,,,,,
1676837764696,*,*,*,*,2858700,,,,,,,
1676837764831,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837764896,*,*,*,*,2839241,,,,,,,
1676837765096,*,*,*,*,2733521,,,,,,,
1676837765296,*,*,*,*,2854669,,,,,,,
1676837765496,*,*,*,*,2874575,,,,,,,
1676837765696,*,*,*,*,2862696,,,,,,,
1676837765896,*,*,*,*,2868736,,,,,,,
1676837766094,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837766098,*,*,*,*,2858446,,,,,,,
1676837766299,*,*,*,*,2824843,,,,,,,
1676837766496,*,*,*,*,2828019,,,,,,,
1676837766695,*,*,*,*,2856121,,,,,,,
1676837766896,*,*,*,*,2871160,,,,,,,
1676837767095,*,*,*,*,2871517,,,,,,,
1676837767296,*,*,*,*,2859850,,,,,,,
1676837767363,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837767495,*,*,*,*,2801552,,,,,,,
1676837767696,*,*,*,*,2773598,,,,,,,
1676837767896,*,*,*,*,2862514,,,,,,,
1676837768096,*,*,*,*,2872414,,,,,,,
1676837768295,*,*,*,*,2870073,,,,,,,
1676837768496,*,*,*,*,2825886,,,,,,,
1676837768637,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837768696,*,*,*,*,2827761,,,,,,,
1676837768895,*,*,*,*,2781024,,,,,,,
1676837769096,*,*,*,*,2871597,,,,,,,
1676837769296,*,*,*,*,2866857,,,,,,,
1676837769496,*,*,*,*,2872648,,,,,,,
1676837769696,*,*,*,*,2868253,,,,,,,
1676837769900,*,*,*,*,2811175,,,,,,,
1676837769905,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837770102,*,*,*,*,2801241,,,,,,,
1676837770296,*,*,*,*,2812782,,,,,,,
1676837770496,*,*,*,*,2875962,,,,,,,
1676837770696,*,*,*,*,2835498,,,,,,,
1676837770896,*,*,*,*,2869214,,,,,,,
1676837771096,*,*,*,*,2872965,,,,,,,
1676837771176,*,*,*,*,*,93.3,1.1g,0:00:00,0,87000,0.00,
1676837771296,*,*,*,*,2839080,,,,,,,
1676837771496,*,*,*,*,2784274,,,,,,,
1676837771696,*,*,*,*,2863737,,,,,,,
1676837771896,*,*,*,*,2874770,,,,,,,
1676837772096,*,*,*,*,2874784,,,,,,,
1676837772323,*,*,*,*,2792453,,,,,,,
1676837772438,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837772496,*,*,*,*,2780849,,,,,,,
1676837772698,*,*,*,*,2693874,,,,,,,
1676837772896,*,*,*,*,2857534,,,,,,,
1676837773095,*,*,*,*,2876205,,,,,,,
1676837773295,*,*,*,*,2875828,,,,,,,
1676837773496,*,*,*,*,2856650,,,,,,,
1676837773696,*,*,*,*,2858456,,,,,,,
1676837773713,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837773900,*,*,*,*,2814095,,,,,,,
1676837774097,*,*,*,*,2841677,,,,,,,
1676837774296,*,*,*,*,2866225,,,,,,,
1676837774496,*,*,*,*,2875122,,,,,,,
1676837774696,*,*,*,*,2865976,,,,,,,
1676837774896,*,*,*,*,2861245,,,,,,,
1676837774980,*,*,*,*,*,93.3,1.1g,0:00:00,0,86000,0.00,
1676837775095,*,*,*,*,2838286,,,,,,,
1676837775295,*,*,*,*,2785664,,,,,,,
1676837775496,*,*,*,*,2869402,,,,,,,
1676837775695,*,*,*,*,2797157,,,,,,,
1676837775896,*,*,*,*,2871002,,,,,,,
1676837776096,*,*,*,*,2882576,,,,,,,
1676837776244,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837776296,*,*,*,*,2811056,,,,,,,
1676837776496,*,*,*,*,2782743,,,,,,,
1676837776696,*,*,*,*,2840808,,,,,,,
1676837776896,*,*,*,*,2772318,,,,,,,
1676837777096,*,*,*,*,2863600,,,,,,,
1676837777296,*,*,*,*,2859161,,,,,,,
1676837777499,*,*,*,*,2702432,,,,,,,
1676837777531,*,*,*,*,*,100.0,1.1g,0:00:00,0,90000,0.00,
1676837777710,*,*,*,*,2693801,,,,,,,
1676837777896,*,*,*,*,2766742,,,,,,,
1676837778095,*,*,*,*,2860351,,,,,,,
1676837778296,*,*,*,*,2861162,,,,,,,
1676837778495,*,*,*,*,2863002,,,,,,,
1676837778697,*,*,*,*,2841821,,,,,,,
1676837778840,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837778896,*,*,*,*,2803219,,,,,,,
1676837779097,*,*,*,*,2779236,,,,,,,
1676837779296,*,*,*,*,2865535,,,,,,,
1676837779496,*,*,*,*,2876388,,,,,,,
1676837779696,*,*,*,*,2848740,,,,,,,
1676837779896,*,*,*,*,2866195,,,,,,,
1676837780098,*,*,*,*,2873281,,,,,,,
1676837780110,*,*,*,*,*,100.0,1.1g,0:00:00,0,86000,0.00,
1676837780300,*,*,*,*,2726398,,,,,,,
1676837780496,*,*,*,*,2800117,,,,,,,
1676837780695,*,*,*,*,2865193,,,,,,,
1676837780895,*,*,*,*,2868283,,,,,,,
1676837781096,*,*,*,*,2871544,,,,,,,
1676837781296,*,*,*,*,2858448,,,,,,,
1676837781382,*,*,*,*,*,100.0,1.1g,0:00:00,0,87000,0.00,
1676837781495,*,*,*,*,2831223,,,,,,,
1676837781696,*,*,*,*,2842411,,,,,,,
1676837781896,*,*,*,*,2844617,,,,,,,
1676837782095,*,*,*,*,2865908,,,,,,,
1676837782296,*,*,*,*,2868528,,,,,,,
1676837782496,*,*,*,*,2871491,,,,,,,
1676837782652,*,*,*,*,*,100.0,1.1g,0:00:00,0,85000,0.00,
1676837782695,*,*,*,*,2806342,,,,,,,
1676837782899,*,*,*,*,2809329,,,,,,,
1676837783096,*,*,*,*,2828996,,,,,,,
1676837783295,*,*,*,*,2869677,,,,,,,
1676837783496,*,*,*,*,2874747,,,,,,,
1676837783696,*,*,*,*,2865310,,,,,,,
1676837783896,*,*,*,*,2848746,,,,,,,
