"AbsoluteTime","Phase","Step","Loop","Iteration","Change_count","Total_distance","Frequency","CPU_Usage","RSZ","SWAP","Cumul_pflts","Temperature","IO_Kbps"
1678875220444,-1,-1,2,57,72,200158.375950,3410000
1678875226676,-1,-1,2,58,88,200158.375313,3410000
1678875231895,-1,-1,2,59,71,200158.374709,3410000
1678875237260,-1,-1,2,60,62,200158.374294,3410000
1678875242463,-1,-1,2,61,43,200158.374027,3410000
1678875247674,-1,-1,2,62,43,200158.373822,3410000
1678875253193,-1,-1,2,63,47,200158.373638,3410000
1678875258359,-1,-1,2,64,35,200158.373421,3410000
1678875263466,-1,-1,2,65,36,200158.373302,3410000
1678875268599,-1,-1,2,66,24,200158.373198,3410000
1678875274110,-1,-1,2,67,25,200158.373114,3410000
1678875279242,-1,-1,2,68,17,200158.373074,3410000
1678875284408,-1,-1,2,69,15,200158.373043,3410000
1678875289645,-1,-1,2,70,12,200158.373024,3410000
1678875295155,-1,-1,2,71,6,200158.373010,3410000
1678875300731,-1,-1,2,72,7,200158.373005,3410000
1678875307319,-1,-1,2,73,8,200158.373001,3410000
1678875313043,-1,-1,2,74,7,200158.372997,3410000
1678875318636,-1,-1,2,75,8,200158.372992,3410000
1678875323826,-1,-1,2,76,6,200158.372987,3410000
1678875329095,-1,-1,2,77,2,200158.372982,3410000
1678875334145,-1,-1,2,78,1,200158.372981,3410000
1678875339290,1,4,2,79,0,-1.000000,3410000
1678875340359,1,5,2,-1,-1,-1,3410000
1678875340374,2,1,0,-1,-1,-1,3410000
1678875340392,2,1,1,20,-1,-1,3410000
1678875340411,2,2,0,-1,-1,-1,3410000
1678875340490,2,2,1,13,-1,-1,3410000
1678875340508,3,1,0,-1,-1,-1,3410000
1678875415901,3,1,1,-1,-1,-1,3410000
1678875415948,4,1,0,-1,-1,-1,3410000
1678875433964,4,1,1,-1,-1,-1,3410000
1678875433981,4,2,0,-1,-1,-1,3410000
1678875438420,-1,-1,3,-1,-1,-1.000000,3410000
1678875443703,-1,-1,3,0,1706606,274613.258898,3410000
1678875449082,-1,-1,3,1,353965,209162.441182,3410000
1678875454368,-1,-1,3,2,78499,199845.184334,3410000
1678875459593,-1,-1,3,3,32948,199361.705306,3410000
1678875464890,-1,-1,3,4,18470,199258.306914,3410000
1678875470223,-1,-1,3,5,10972,199221.515316,3410000
1678875475978,-1,-1,3,6,6746,199207.886667,3410000
1678875482564,-1,-1,3,7,4309,199202.567483,3410000
1678875487501,-1,-1,3,8,2718,199200.408971,3410000
1678875492442,-1,-1,3,9,1671,199199.539459,3410000
1678875497513,-1,-1,3,10,972,199199.220166,3410000
1678875502523,-1,-1,3,11,638,199199.109482,3410000
1678875507419,-1,-1,3,12,430,199199.062619,3410000
1678875512347,-1,-1,3,13,277,199199.041742,3410000
1678875517237,-1,-1,3,14,168,199199.032905,3410000
1678875522187,-1,-1,3,15,108,199199.029430,3410000
1678875527070,-1,-1,3,16,75,199199.028078,3410000
1678875532259,-1,-1,3,17,54,199199.027519,3410000
1678875537602,-1,-1,3,18,27,199199.027214,3410000
1678875542565,-1,-1,3,19,13,199199.027128,3410000
1678875547576,-1,-1,3,20,4,199199.027107,3410000
1678875552511,-1,-1,3,21,2,199199.027104,3410000
1678875557398,-1,-1,3,22,1,199199.027103,3410000
1678875562287,-1,-1,3,23,1,199199.027102,3410000
1678875567272,4,2,1,24,0,-1.000000,3410000
