N,M,DIM,K,D_MAX,SKIPPED_CHUNK,ITERATION/FREQ,ERROR
13421800,3355450,10,10,3600.000000,0,1851.209396,{(30,1200),(71,1000),(150,1000),(5,1000),(51,800)},35586840.905217,0.184014249593019
13421800,3355450,10,10,3000.000000,0,1507.574682,{(30,1500),(71,1300),(150,1200),(5,1200),(51,800)},1064296.885544,0.184014249593019
13421800,3355450,10,10,600.000000,3,101.638429,{(30,2300),(0,0),(0,0),(0,0),(0,0)},1064517.564146,0.242755226045847

13421800,6710900,10,10,1000.000000,1,368.273692,{(46,0),(0,0),(0,0),}13421800,3355450,10,10,3600.000000,0,2551.665963,{(150,1800),(150,1800),(150,1800),(150,0),(150,1800),}13421800,3355450,10,10,3600.000000,0,1367.430427,{(150,1800),(150,1800),(150,1800),(150,0),(150,1800),}
