1681312943090,*,*,*,*,*,*,991850
1681312943311,*,*,*,*,*,*,1596342
1681312943375,*,*,*,*,*,*,1995954
1681312943593,*,*,*,*,*,*,1995348
1681312943780,*,*,*,*,*,*,1496564
1681312943984,*,*,*,*,*,*,1596354
1681312944190,*,*,*,*,*,*,2215312
1681312944375,*,*,*,*,*,*,500000
1681312944581,*,*,*,*,*,*,1496545
1681312944782,*,*,*,*,*,*,1946574
1681312944973,*,*,*,*,*,*,2481654
1681312945189,*,*,*,*,*,*,798270
1681312945389,*,*,*,*,*,*,798523
1681312945586,*,*,*,*,*,*,1960555
1681312945780,*,*,*,*,*,*,1297117
1681312945988,*,*,*,*,*,*,798227
1681312946201,*,*,*,*,*,*,1197641
1681312946372,*,*,*,*,*,*,2461112
1681312946595,*,*,*,*,*,*,827696
1681312946789,*,*,*,*,*,*,798200
1681312946989,*,*,*,*,*,*,2694041
1681312947187,*,*,*,*,*,*,798181
1681312947388,*,*,*,*,*,*,798730
1681312947605,*,*,*,*,*,*,1497277
1681312947780,*,*,*,*,*,*,1933054
1681312947999,*,*,*,*,*,*,996226
1681312948176,*,*,*,*,*,*,1772561
1681312948373,*,*,*,*,*,*,2693669
1681312948587,*,*,*,*,*,*,976951
1681312948789,*,*,*,*,*,*,798178
1681312948997,*,*,*,*,*,*,2195094
1681312949178,*,*,*,*,*,*,1496653
1681312949385,*,*,*,*,*,*,1596372
1681312949605,*,*,*,*,*,*,1496656
1681312949772,*,*,*,*,*,*,2695204
1681312949988,*,*,*,*,*,*,798463
1681312950188,*,*,*,*,*,*,798184
1681312950382,*,*,*,*,*,*,2694103
1681312950588,*,*,*,*,*,*,798202
1681312950774,*,*,*,*,*,*,2295052
1681312951011,*,*,*,*,*,*,1795912
1681312951175,*,*,*,*,*,*,2019940
1681312951379,*,*,*,*,*,*,1396885
1681312951589,*,*,*,*,*,*,798214
1681312951777,*,*,*,*,*,*,2693901
1681312951996,*,*,*,*,*,*,1044550
1681312952176,*,*,*,*,*,*,1696285
1681312952390,*,*,*,*,*,*,2294757
1681312952585,*,*,*,*,*,*,898047
1681312952789,*,*,*,*,*,*,798304
1681312953008,*,*,*,*,*,*,1496559
1681312953173,*,*,*,*,*,*,2295035
1681312953383,*,*,*,*,*,*,1596407
1681312953589,*,*,*,*,*,*,798199
1681312953781,*,*,*,*,*,*,2693985
1681312953989,*,*,*,*,*,*,798248
1681312954188,*,*,*,*,*,*,798241
1681312954402,*,*,*,*,*,*,1795934
1681312954576,*,*,*,*,*,*,1796308
1681312954775,*,*,*,*,*,*,2096440
1681312954988,*,*,*,*,*,*,798268
1681312955173,*,*,*,*,*,*,2693888
1681312955389,*,*,*,*,*,*,798181
1681312955589,*,*,*,*,*,*,798176
1681312955817,*,*,*,*,*,*,2694371
1681312955989,*,*,*,*,*,*,1295756
1681312956176,*,*,*,*,*,*,1696167
1681312956431,*,*,*,*,*,*,1489891
1681312956573,*,*,*,*,*,*,2694955
1681312956780,*,*,*,*,*,*,1297109
1681312956988,*,*,*,*,*,*,800674
1681312957183,*,*,*,*,*,*,2694127
1681312957387,*,*,*,*,*,*,1435644
1681312957581,*,*,*,*,*,*,1297072
1681312957821,*,*,*,*,*,*,1496665
1681312957972,*,*,*,*,*,*,2693929
1681312958182,*,*,*,*,*,*,1097553
1681312958388,*,*,*,*,*,*,798229
1681312958575,*,*,*,*,*,*,2694822
1681312958783,*,*,*,*,*,*,1749319
1681312958989,*,*,*,*,*,*,798230
1681312959201,*,*,*,*,*,*,1497041
1681312959372,*,*,*,*,*,*,2694470
1681312959589,*,*,*,*,*,*,798522
1681312959788,*,*,*,*,*,*,798615
1681312959973,*,*,*,*,*,*,2694718
1681312960178,*,*,*,*,*,*,2195078
1681312960389,*,*,*,*,*,*,798199
1681312960601,*,*,*,*,*,*,500000
1681312960774,*,*,*,*,*,*,2195078
1681312960980,*,*,*,*,*,*,1197321
1681312961194,*,*,*,*,*,*,801318
1681312961373,*,*,*,*,*,*,2606652
1681312961577,*,*,*,*,*,*,1596380
1681312961790,*,*,*,*,*,*,798211
1681312961986,*,*,*,*,*,*,2192091
1681312962180,*,*,*,*,*,*,1297108
1681312962389,*,*,*,*,*,*,798291
1681312962628,*,*,*,*,*,*,1845643
1681312962776,*,*,*,*,*,*,2693708
1681312962989,*,*,*,*,*,*,798403
1681312963189,*,*,*,*,*,*,798245
1681312963398,*,*,*,*,*,*,2693952
1681312963587,*,*,*,*,*,*,1696103
1681312963782,*,*,*,*,*,*,1199174
1681312963992,*,*,*,*,*,*,1297443
1681312964181,*,*,*,*,*,*,1796038
1681312964388,*,*,*,*,*,*,798209
1681312964589,*,*,*,*,*,*,798202
1681312964773,*,*,*,*,*,*,2693887
1681312964989,*,*,*,*,*,*,798220
1681312965192,*,*,*,*,*,*,798461
1681312965390,*,*,*,*,*,*,1995793
1681312965581,*,*,*,*,*,*,1205548
1681312965788,*,*,*,*,*,*,798168
1681312966025,*,*,*,*,*,*,1496647
1681312966173,*,*,*,*,*,*,2693947
1681312966389,*,*,*,*,*,*,798219
1681312966581,*,*,*,*,*,*,1681645
1681312966800,*,*,*,*,*,*,2694088
1681312966978,*,*,*,*,*,*,500000
1681312967189,*,*,*,*,*,*,798241
1681312967430,*,*,*,*,*,*,1297301
1681312967573,*,*,*,*,*,*,2694553
1681312967785,*,*,*,*,*,*,937709
1681312967980,*,*,*,*,*,*,1297393
1681312968196,*,*,*,*,*,*,2195398
1681312968380,*,*,*,*,*,*,500000
1681312968589,*,*,*,*,*,*,798332
1681312968825,*,*,*,*,*,*,1261585
1681312968973,*,*,*,*,*,*,2401250
1681312969188,*,*,*,*,*,*,798233
1681312969386,*,*,*,*,*,*,798255
1681312969604,*,*,*,*,*,*,2690837
1681312969773,*,*,*,*,*,*,2693891
1681312969981,*,*,*,*,*,*,1496676
1681312970223,*,*,*,*,*,*,1194827
1681312970384,*,*,*,*,*,*,2693799
1681312970589,*,*,*,*,*,*,500000
1681312970782,*,*,*,*,*,*,997816
1681312971016,*,*,*,*,*,*,2693895
1681312971175,*,*,*,*,*,*,1895885
1681312971389,*,*,*,*,*,*,798042
1681312971589,*,*,*,*,*,*,798922
1681312971773,*,*,*,*,*,*,2295275
1681312971989,*,*,*,*,*,*,798187
1681312972184,*,*,*,*,*,*,798241
1681312972409,*,*,*,*,*,*,2693941
1681312972576,*,*,*,*,*,*,1924440
1681312972787,*,*,*,*,*,*,891158
1681312973006,*,*,*,*,*,*,869200
1681312973173,*,*,*,*,*,*,2449121
1681312973388,*,*,*,*,*,*,798250
1681312973582,*,*,*,*,*,*,1277963
1681312973802,*,*,*,*,*,*,2294745
1681312973977,*,*,*,*,*,*,1812342
1681312974188,*,*,*,*,*,*,798248
1681312974407,*,*,*,*,*,*,814100
1681312974573,*,*,*,*,*,*,2693903
1681312974788,*,*,*,*,*,*,798197
1681312974980,*,*,*,*,*,*,1106459
1681312975211,*,*,*,*,*,*,2693822
1681312975378,*,*,*,*,*,*,1496632
1681312975589,*,*,*,*,*,*,798198
1681312975835,*,*,*,*,*,*,1297026
1681312975973,*,*,*,*,*,*,2723902
1681312976179,*,*,*,*,*,*,1396802
1681312976383,*,*,*,*,*,*,1070780
1681312976599,*,*,*,*,*,*,2693986
1681312976778,*,*,*,*,*,*,1496598
1681312976989,*,*,*,*,*,*,798218
1681312977249,*,*,*,*,*,*,1496922
1681312977373,*,*,*,*,*,*,2693883
