AbsoluteTime,Phase,Step,Loop,Iteration,Frequency,CPU_Usage,RSZ,SWAP,Cumul_pflts,Nb_pflts,Read_Kbps,Write_Kbps
1673575322030,*,*,*,*,2879289,,,,,,,
1673575322230,*,*,*,*,2873166,,,,,,,
1673575322430,*,*,*,*,2875465,,,,,,,
1673575322463,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575322630,*,*,*,*,2847930,,,,,,,
1673575322830,*,*,*,*,2872412,,,,,,,
1673575323030,*,*,*,*,2878582,,,,,,,
1673575323230,*,*,*,*,2879381,,,,,,,
1673575323430,*,*,*,*,2868202,,,,,,,
1673575323630,*,*,*,*,2880219,,,,,,,
1673575323830,*,*,*,*,2807232,,,,,,,
1673575324030,*,*,*,*,2870779,,,,,,,
1673575324230,*,*,*,*,2879205,,,,,,,
1673575324430,*,*,*,*,2874632,,,,,,,
1673575324630,*,*,*,*,2859725,,,,,,,
1673575324723,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575324830,*,*,*,*,2845707,,,,,,,
1673575325030,*,*,*,*,2879061,,,,,,,
1673575325230,*,*,*,*,2870809,,,,,,,
1673575325430,*,*,*,*,2875476,,,,,,,
1673575325630,*,*,*,*,2881268,,,,,,,
1673575325830,*,*,*,*,2873513,,,,,,,
1673575326030,*,*,*,*,2805090,,,,,,,
1673575326230,*,*,*,*,2880430,,,,,,,
1673575326430,*,*,*,*,2859130,,,,,,,
1673575326630,*,*,*,*,2880380,,,,,,,
1673575326830,*,*,*,*,2879349,,,,,,,
1673575326983,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575327030,*,*,*,*,2834425,,,,,,,
1673575327230,*,*,*,*,2879111,,,,,,,
1673575327430,*,*,*,*,2875569,,,,,,,
1673575327630,*,*,*,*,2872175,,,,,,,
1673575327830,*,*,*,*,2877947,,,,,,,
1673575328030,*,*,*,*,2879060,,,,,,,
1673575328233,*,*,*,*,2787993,,,,,,,
1673575328430,*,*,*,*,2874983,,,,,,,
1673575328630,*,*,*,*,2879485,,,,,,,
1673575328830,*,*,*,*,2872404,,,,,,,
1673575329030,*,*,*,*,2880050,,,,,,,
1673575329230,*,*,*,*,2880839,,,,,,,
1673575329251,*,*,*,*,*,99.0,1.1g,0,0,0,0.00,0.00
1673575329430,*,*,*,*,2865690,,,,,,,
1673575329630,*,*,*,*,2880423,,,,,,,
1673575329830,*,*,*,*,2878579,,,,,,,
1673575330030,*,*,*,*,2856856,,,,,,,
1673575330230,*,*,*,*,2880157,,,,,,,
1673575330433,*,*,*,*,2869260,,,,,,,
1673575330630,*,*,*,*,2840657,,,,,,,
1673575330830,*,*,*,*,2880433,,,,,,,
1673575331030,*,*,*,*,2879157,,,,,,,
1673575331230,*,*,*,*,2875197,,,,,,,
1673575331430,*,*,*,*,2874460,,,,,,,
1673575331517,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575331630,*,*,*,*,2844831,,,,,,,
1673575331830,*,*,*,*,2871301,,,,,,,
1673575332030,*,*,*,*,2875347,,,,,,,
1673575332230,*,*,*,*,2877939,,,,,,,
1673575332430,*,*,*,*,2864488,,,,,,,
1673575332630,*,*,*,*,2879312,,,,,,,
1673575332830,*,*,*,*,2800617,,,,,,,
1673575333030,*,*,*,*,2872027,,,,,,,
1673575333230,*,*,*,*,2879340,,,,,,,
1673575333430,*,*,*,*,2874504,,,,,,,
1673575333630,*,*,*,*,2872932,,,,,,,
1673575333775,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575333830,*,*,*,*,2845916,,,,,,,
1673575334030,*,*,*,*,2878478,,,,,,,
1673575334230,*,*,*,*,2875989,,,,,,,
1673575334430,*,*,*,*,2874223,,,,,,,
1673575334630,*,*,*,*,2880888,,,,,,,
1673575334830,*,*,*,*,2874171,,,,,,,
1673575335030,*,*,*,*,2805926,,,,,,,
1673575335230,*,*,*,*,2880880,,,,,,,
1673575335430,*,*,*,*,2870046,,,,,,,
1673575335630,*,*,*,*,2878799,,,,,,,
1673575335830,*,*,*,*,2872288,,,,,,,
1673575336034,*,*,*,*,2834236,,,,,,,
1673575336040,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575336230,*,*,*,*,2855952,,,,,,,
1673575336430,*,*,*,*,2869804,,,,,,,
1673575336630,*,*,*,*,2858924,,,,,,,
1673575336830,*,*,*,*,2869296,,,,,,,
1673575337030,*,*,*,*,2832327,,,,,,,
1673575337293,*,*,*,*,2745379,,,,,,,
1673575337433,*,*,*,*,2693841,,,,,,,
1673575337630,*,*,*,*,2835970,,,,,,,
1673575337830,*,*,*,*,2872343,,,,,,,
1673575338030,*,*,*,*,2878520,,,,,,,
1673575338230,*,*,*,*,2880172,,,,,,,
1673575338430,*,*,*,*,2869853,,,,,,,
1673575338488,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575338630,*,*,*,*,2846488,,,,,,,
1673575338830,*,*,*,*,2880001,,,,,,,
1673575339030,*,*,*,*,2873700,,,,,,,
1673575339230,*,*,*,*,2879560,,,,,,,
1673575339430,*,*,*,*,2874753,,,,,,,
1673575339630,*,*,*,*,2873776,,,,,,,
1673575339830,*,*,*,*,2808447,,,,,,,
1673575340030,*,*,*,*,2879309,,,,,,,
1673575340230,*,*,*,*,2873927,,,,,,,
1673575340430,*,*,*,*,2874607,,,,,,,
1673575340630,*,*,*,*,2879760,,,,,,,
1673575340745,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575340830,*,*,*,*,2829474,,,,,,,
1673575341030,*,*,*,*,2878784,,,,,,,
1673575341230,*,*,*,*,2879413,,,,,,,
1673575341430,*,*,*,*,2868121,,,,,,,
1673575341630,*,*,*,*,2880676,,,,,,,
1673575341830,*,*,*,*,2879407,,,,,,,
1673575342030,*,*,*,*,2777312,,,,,,,
1673575342230,*,*,*,*,2879781,,,,,,,
1673575342430,*,*,*,*,2875583,,,,,,,
1673575342630,*,*,*,*,2874034,,,,,,,
1673575342830,*,*,*,*,2879844,,,,,,,
1673575343006,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575343030,*,*,*,*,2848313,,,,,,,
1673575343230,*,*,*,*,2873440,,,,,,,
1673575343430,*,*,*,*,2874427,,,,,,,
1673575343630,*,*,*,*,2880930,,,,,,,
1673575343830,*,*,*,*,2862403,,,,,,,
1673575344030,*,*,*,*,2868455,,,,,,,
1673575344233,*,*,*,*,2829816,,,,,,,
1673575344430,*,*,*,*,2866772,,,,,,,
1673575344630,*,*,*,*,2880233,,,,,,,
1673575344830,*,*,*,*,2878897,,,,,,,
1673575345030,*,*,*,*,2871368,,,,,,,
1673575345230,*,*,*,*,2879501,,,,,,,
1673575345274,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575345432,*,*,*,*,2843196,,,,,,,
1673575345630,*,*,*,*,2870939,,,,,,,
1673575345830,*,*,*,*,2879023,,,,,,,
1673575346030,*,*,*,*,2877990,,,,,,,
1673575346230,*,*,*,*,2873231,,,,,,,
1673575346430,*,*,*,*,2880202,,,,,,,
1673575346630,*,*,*,*,2803274,,,,,,,
1673575346830,*,*,*,*,2872820,,,,,,,
1673575347030,*,*,*,*,2879896,,,,,,,
1673575347230,*,*,*,*,2879725,,,,,,,
1673575347430,*,*,*,*,2873485,,,,,,,
1673575347534,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575347630,*,*,*,*,2842539,,,,,,,
1673575347830,*,*,*,*,2879855,,,,,,,
1673575348030,*,*,*,*,2872496,,,,,,,
1673575348230,*,*,*,*,2880378,,,,,,,
1673575348430,*,*,*,*,2880141,,,,,,,
1673575348630,*,*,*,*,2874225,,,,,,,
1673575348830,*,*,*,*,2806731,,,,,,,
1673575349030,*,*,*,*,2878941,,,,,,,
1673575349230,*,*,*,*,2871788,,,,,,,
1673575349430,*,*,*,*,2878915,,,,,,,
1673575349630,*,*,*,*,2875380,,,,,,,
1673575349793,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575349830,*,*,*,*,2830162,,,,,,,
1673575350030,*,*,*,*,2876767,,,,,,,
1673575350230,*,*,*,*,2878585,,,,,,,
1673575350430,*,*,*,*,2875779,,,,,,,
1673575350630,*,*,*,*,2876117,,,,,,,
1673575350830,*,*,*,*,2878687,,,,,,,
1673575351035,*,*,*,*,2803171,,,,,,,
1673575351230,*,*,*,*,2872285,,,,,,,
1673575351430,*,*,*,*,2879497,,,,,,,
1673575351630,*,*,*,*,2873515,,,,,,,
1673575351830,*,*,*,*,2878898,,,,,,,
1673575352030,*,*,*,*,2879118,,,,,,,
1673575352062,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575352230,*,*,*,*,2860167,,,,,,,
1673575352430,*,*,*,*,2879535,,,,,,,
1673575352630,*,*,*,*,2875972,,,,,,,
1673575352830,*,*,*,*,2872768,,,,,,,
1673575353030,*,*,*,*,2880245,,,,,,,
1673575353230,*,*,*,*,2879000,,,,,,,
1673575353430,*,*,*,*,2814154,,,,,,,
1673575353630,*,*,*,*,2876694,,,,,,,
1673575353830,*,*,*,*,2879530,,,,,,,
1673575354031,*,*,*,*,2863960,,,,,,,
1673575354230,*,*,*,*,2879284,,,,,,,
1673575354326,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575354430,*,*,*,*,2842795,,,,,,,
1673575354630,*,*,*,*,2864327,,,,,,,
1673575354830,*,*,*,*,2879209,,,,,,,
1673575355030,*,*,*,*,2879423,,,,,,,
1673575355230,*,*,*,*,2872838,,,,,,,
1673575355430,*,*,*,*,2880543,,,,,,,
1673575355630,*,*,*,*,2802056,,,,,,,
1673575355830,*,*,*,*,2875008,,,,,,,
1673575356030,*,*,*,*,2877703,,,,,,,
1673575356230,*,*,*,*,2880774,,,,,,,
1673575356430,*,*,*,*,2873346,,,,,,,
1673575356586,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575356630,*,*,*,*,2843715,,,,,,,
1673575356830,*,*,*,*,2878668,,,,,,,
1673575357030,*,*,*,*,2844534,,,,,,,
1673575357230,*,*,*,*,2879855,,,,,,,
1673575357430,*,*,*,*,2879695,,,,,,,
1673575357630,*,*,*,*,2860657,,,,,,,
1673575357832,*,*,*,*,2809404,,,,,,,
1673575358030,*,*,*,*,2878609,,,,,,,
1673575358230,*,*,*,*,2874716,,,,,,,
1673575358430,*,*,*,*,2878577,,,,,,,
1673575358630,*,*,*,*,2873770,,,,,,,
1673575358830,*,*,*,*,2866218,,,,,,,
1673575358851,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575359030,*,*,*,*,2841184,,,,,,,
1673575359230,*,*,*,*,2880638,,,,,,,
1673575359430,*,*,*,*,2873932,,,,,,,
1673575359630,*,*,*,*,2875996,,,,,,,
1673575359830,*,*,*,*,2878305,,,,,,,
1673575360033,*,*,*,*,2869371,,,,,,,
1673575360230,*,*,*,*,2815543,,,,,,,
1673575360430,*,*,*,*,2880137,,,,,,,
1673575360630,*,*,*,*,2870019,,,,,,,
1673575360830,*,*,*,*,2880042,,,,,,,
1673575361030,*,*,*,*,2879306,,,,,,,
1673575361118,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575361230,*,*,*,*,2818282,,,,,,,
1673575361430,*,*,*,*,2879669,,,,,,,
1673575361630,*,*,*,*,2875676,,,,,,,
1673575361830,*,*,*,*,2875714,,,,,,,
1673575362030,*,*,*,*,2878946,,,,,,,
1673575362230,*,*,*,*,2880622,,,,,,,
1673575362430,*,*,*,*,2774035,,,,,,,
1673575362630,*,*,*,*,2874384,,,,,,,
1673575362830,*,*,*,*,2877914,,,,,,,
1673575363030,*,*,*,*,2874982,,,,,,,
1673575363230,*,*,*,*,2877772,,,,,,,
1673575363376,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575363430,*,*,*,*,2846944,,,,,,,
1673575363630,*,*,*,*,2866194,,,,,,,
1673575363830,*,*,*,*,2880270,,,,,,,
1673575364030,*,*,*,*,2878652,,,,,,,
1673575364230,*,*,*,*,2874627,,,,,,,
1673575364430,*,*,*,*,2879705,,,,,,,
1673575364630,*,*,*,*,2801992,,,,,,,
1673575364830,*,*,*,*,2860232,,,,,,,
1673575365030,*,*,*,*,2879648,,,,,,,
1673575365230,*,*,*,*,2880379,,,,,,,
1673575365430,*,*,*,*,2874903,,,,,,,
1673575365634,*,*,*,*,2869046,,,,,,,
1673575365640,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575365830,*,*,*,*,2859922,,,,,,,
1673575366030,*,*,*,*,2873393,,,,,,,
1673575366230,*,*,*,*,2880128,,,,,,,
1673575366430,*,*,*,*,2880356,,,,,,,
1673575366630,*,*,*,*,2869175,,,,,,,
1673575366833,*,*,*,*,2861317,,,,,,,
1673575367030,*,*,*,*,2822237,,,,,,,
1673575367230,*,*,*,*,2867305,,,,,,,
1673575367430,*,*,*,*,2876893,,,,,,,
1673575367630,*,*,*,*,2874263,,,,,,,
1673575367830,*,*,*,*,2872252,,,,,,,
1673575367910,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575368030,*,*,*,*,2845972,,,,,,,
1673575368230,*,*,*,*,2876046,,,,,,,
1673575368430,*,*,*,*,2874725,,,,,,,
1673575368630,*,*,*,*,2876396,,,,,,,
1673575368830,*,*,*,*,2879411,,,,,,,
1673575369030,*,*,*,*,2876484,,,,,,,
1673575369230,*,*,*,*,2806573,,,,,,,
1673575369430,*,*,*,*,2880390,,,,,,,
1673575369630,*,*,*,*,2866910,,,,,,,
1673575369830,*,*,*,*,2879966,,,,,,,
1673575370030,*,*,*,*,2878596,,,,,,,
1673575370168,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575370230,*,*,*,*,2834448,,,,,,,
1673575370430,*,*,*,*,2879465,,,,,,,
1673575370630,*,*,*,*,2875881,,,,,,,
1673575370830,*,*,*,*,2873399,,,,,,,
1673575371030,*,*,*,*,2879431,,,,,,,
1673575371230,*,*,*,*,2878590,,,,,,,
1673575371430,*,*,*,*,2785355,,,,,,,
1673575371631,*,*,*,*,2873990,,,,,,,
1673575371830,*,*,*,*,2878755,,,,,,,
1673575372030,*,*,*,*,2872687,,,,,,,
1673575372230,*,*,*,*,2879851,,,,,,,
1673575372430,*,*,*,*,*,99.0,1.1g,0,0,0,0.00,0.00
1673575372432,*,*,*,*,2866944,,,,,,,
1673575372630,*,*,*,*,2869235,,,,,,,
1673575372830,*,*,*,*,2880041,,,,,,,
1673575373030,*,*,*,*,2878925,,,,,,,
1673575373230,*,*,*,*,2874173,,,,,,,
1673575373430,*,*,*,*,2879732,,,,,,,
1673575373633,*,*,*,*,2849143,,,,,,,
1673575373830,*,*,*,*,2848597,,,,,,,
1673575374030,*,*,*,*,2877444,,,,,,,
1673575374230,*,*,*,*,2879113,,,,,,,
1673575374430,*,*,*,*,2874187,,,,,,,
1673575374630,*,*,*,*,2875232,,,,,,,
1673575374698,*,*,*,*,*,99.0,1.1g,0,0,0,0.00,0.00
1673575374830,*,*,*,*,2846062,,,,,,,
1673575375030,*,*,*,*,2872280,,,,,,,
1673575375230,*,*,*,*,2880564,,,,,,,
1673575375430,*,*,*,*,2880141,,,,,,,
1673575375630,*,*,*,*,2868458,,,,,,,
1673575375831,*,*,*,*,2878064,,,,,,,
1673575376030,*,*,*,*,2803823,,,,,,,
1673575376230,*,*,*,*,2874178,,,,,,,
1673575376430,*,*,*,*,2878492,,,,,,,
1673575376630,*,*,*,*,2875504,,,,,,,
1673575376830,*,*,*,*,2862990,,,,,,,
1673575376958,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575377030,*,*,*,*,2845789,,,,,,,
1673575377230,*,*,*,*,2879444,,,,,,,
1673575377430,*,*,*,*,2874850,,,,,,,
1673575377630,*,*,*,*,2875913,,,,,,,
1673575377830,*,*,*,*,2879875,,,,,,,
1673575378030,*,*,*,*,2873525,,,,,,,
1673575378230,*,*,*,*,2807479,,,,,,,
1673575378430,*,*,*,*,2880929,,,,,,,
1673575378630,*,*,*,*,2869902,,,,,,,
1673575378830,*,*,*,*,2880212,,,,,,,
1673575379030,*,*,*,*,2879452,,,,,,,
1673575379215,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575379233,*,*,*,*,2843768,,,,,,,
1673575379430,*,*,*,*,2878176,,,,,,,
1673575379630,*,*,*,*,2877414,,,,,,,
1673575379830,*,*,*,*,2861583,,,,,,,
1673575380031,*,*,*,*,2875360,,,,,,,
1673575380230,*,*,*,*,2877513,,,,,,,
1673575380433,*,*,*,*,2826507,,,,,,,
1673575380632,*,*,*,*,2844469,,,,,,,
1673575380830,*,*,*,*,2879064,,,,,,,
1673575381030,*,*,*,*,2874265,,,,,,,
1673575381230,*,*,*,*,2879032,,,,,,,
1673575381430,*,*,*,*,2880348,,,,,,,
1673575381490,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575381630,*,*,*,*,2837961,,,,,,,
1673575381830,*,*,*,*,2874859,,,,,,,
1673575382030,*,*,*,*,2878028,,,,,,,
1673575382230,*,*,*,*,2873748,,,,,,,
1673575382430,*,*,*,*,2878943,,,,,,,
1673575382630,*,*,*,*,2879512,,,,,,,
1673575382830,*,*,*,*,2805243,,,,,,,
1673575383030,*,*,*,*,2879552,,,,,,,
1673575383230,*,*,*,*,2879174,,,,,,,
1673575383430,*,*,*,*,2873089,,,,,,,
1673575383630,*,*,*,*,2880615,,,,,,,
1673575383751,*,*,*,*,*,99.0,1.1g,0,0,0,0.00,0.00
1673575383830,*,*,*,*,2841761,,,,,,,
1673575384030,*,*,*,*,2874508,,,,,,,
1673575384230,*,*,*,*,2879539,,,,,,,
1673575384430,*,*,*,*,2879247,,,,,,,
1673575384630,*,*,*,*,2874527,,,,,,,
1673575384830,*,*,*,*,2874516,,,,,,,
1673575385030,*,*,*,*,2803393,,,,,,,
1673575385230,*,*,*,*,2871950,,,,,,,
1673575385430,*,*,*,*,2880268,,,,,,,
1673575385630,*,*,*,*,2881035,,,,,,,
1673575385830,*,*,*,*,2872985,,,,,,,
1673575386012,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575386033,*,*,*,*,2849978,,,,,,,
1673575386230,*,*,*,*,2879578,,,,,,,
1673575386430,*,*,*,*,2873882,,,,,,,
1673575386630,*,*,*,*,2880445,,,,,,,
1673575386830,*,*,*,*,2875885,,,,,,,
1673575387030,*,*,*,*,2875374,,,,,,,
1673575387233,*,*,*,*,2837989,,,,,,,
1673575387430,*,*,*,*,2852309,,,,,,,
1673575387630,*,*,*,*,2876279,,,,,,,
1673575387830,*,*,*,*,2875432,,,,,,,
1673575388030,*,*,*,*,2879559,,,,,,,
1673575388230,*,*,*,*,2873386,,,,,,,
1673575388281,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575388430,*,*,*,*,2847674,,,,,,,
1673575388630,*,*,*,*,2878060,,,,,,,
1673575388830,*,*,*,*,2871546,,,,,,,
1673575389030,*,*,*,*,2878434,,,,,,,
1673575389230,*,*,*,*,2878920,,,,,,,
1673575389430,*,*,*,*,2872859,,,,,,,
1673575389630,*,*,*,*,2804643,,,,,,,
1673575389830,*,*,*,*,2876242,,,,,,,
1673575390030,*,*,*,*,2862032,,,,,,,
1673575390230,*,*,*,*,2879939,,,,,,,
1673575390430,*,*,*,*,2880552,,,,,,,
1673575390541,*,*,*,*,*,99.0,1.1g,0,0,0,0.00,0.00
1673575390630,*,*,*,*,2824378,,,,,,,
1673575390830,*,*,*,*,2875248,,,,,,,
1673575391030,*,*,*,*,2879102,,,,,,,
1673575391230,*,*,*,*,2867897,,,,,,,
1673575391430,*,*,*,*,2879085,,,,,,,
1673575391630,*,*,*,*,2879357,,,,,,,
1673575391830,*,*,*,*,2778260,,,,,,,
1673575392030,*,*,*,*,2877579,,,,,,,
1673575392230,*,*,*,*,2879745,,,,,,,
1673575392430,*,*,*,*,2875000,,,,,,,
1673575392630,*,*,*,*,2881047,,,,,,,
1673575392802,*,*,*,*,*,99.0,1.1g,0,0,0,0.00,0.00
1673575392830,*,*,*,*,2843008,,,,,,,
1673575393031,*,*,*,*,2862518,,,,,,,
1673575393230,*,*,*,*,2878144,,,,,,,
1673575393431,*,*,*,*,2879247,,,,,,,
1673575393630,*,*,*,*,2871649,,,,,,,
1673575393830,*,*,*,*,2872637,,,,,,,
1673575394033,*,*,*,*,2822991,,,,,,,
1673575394230,*,*,*,*,2873015,,,,,,,
1673575394430,*,*,*,*,2880270,,,,,,,
1673575394630,*,*,*,*,2880825,,,,,,,
1673575394830,*,*,*,*,2867093,,,,,,,
1673575395030,*,*,*,*,2879118,,,,,,,
1673575395065,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575395230,*,*,*,*,2848636,,,,,,,
1673575395430,*,*,*,*,2876191,,,,,,,
1673575395630,*,*,*,*,2880861,,,,,,,
1673575395830,*,*,*,*,2875694,,,,,,,
1673575396030,*,*,*,*,2875608,,,,,,,
1673575396230,*,*,*,*,2880537,,,,,,,
1673575396430,*,*,*,*,2808789,,,,,,,
1673575396630,*,*,*,*,2873788,,,,,,,
1673575396830,*,*,*,*,2875640,,,,,,,
1673575397030,*,*,*,*,2879885,,,,,,,
1673575397230,*,*,*,*,2873311,,,,,,,
1673575397322,*,*,*,*,*,99.0,1.1g,0,0,0,0.00,0.00
1673575397430,*,*,*,*,2844582,,,,,,,
1673575397631,*,*,*,*,2878578,,,,,,,
1673575397830,*,*,*,*,2866994,,,,,,,
1673575398030,*,*,*,*,2877945,,,,,,,
1673575398230,*,*,*,*,2879975,,,,,,,
1673575398430,*,*,*,*,2875570,,,,,,,
1673575398630,*,*,*,*,2806740,,,,,,,
1673575398830,*,*,*,*,2874106,,,,,,,
1673575399030,*,*,*,*,2872816,,,,,,,
1673575399230,*,*,*,*,2879654,,,,,,,
1673575399430,*,*,*,*,2879190,,,,,,,
1673575399580,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575399630,*,*,*,*,2832268,,,,,,,
1673575399830,*,*,*,*,2874217,,,,,,,
1673575400030,*,*,*,*,2877929,,,,,,,
1673575400230,*,*,*,*,2871008,,,,,,,
1673575400430,*,*,*,*,2879435,,,,,,,
1673575400630,*,*,*,*,2879913,,,,,,,
1673575400831,*,*,*,*,2776445,,,,,,,
1673575401030,*,*,*,*,2879570,,,,,,,
1673575401230,*,*,*,*,2879528,,,,,,,
1673575401430,*,*,*,*,2860678,,,,,,,
1673575401630,*,*,*,*,2879416,,,,,,,
1673575401832,*,*,*,*,2871493,,,,,,,
1673575401848,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575402031,*,*,*,*,2870165,,,,,,,
1673575402230,*,*,*,*,2877347,,,,,,,
1673575402430,*,*,*,*,2878967,,,,,,,
1673575402630,*,*,*,*,2872978,,,,,,,
1673575402830,*,*,*,*,2875481,,,,,,,
1673575403033,*,*,*,*,2870830,,,,,,,
1673575403230,*,*,*,*,2853280,,,,,,,
1673575403430,*,*,*,*,2880689,,,,,,,
1673575403630,*,*,*,*,2881029,,,,,,,
1673575403830,*,*,*,*,2867482,,,,,,,
1673575404030,*,*,*,*,2869685,,,,,,,
1673575404114,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575404230,*,*,*,*,2846215,,,,,,,
1673575404430,*,*,*,*,2873324,,,,,,,
1673575404630,*,*,*,*,2880950,,,,,,,
1673575404830,*,*,*,*,2875210,,,,,,,
1673575405030,*,*,*,*,2870094,,,,,,,
1673575405230,*,*,*,*,2880235,,,,,,,
1673575405430,*,*,*,*,2804615,,,,,,,
1673575405630,*,*,*,*,2874767,,,,,,,
1673575405830,*,*,*,*,2875426,,,,,,,
1673575406030,*,*,*,*,2878101,,,,,,,
1673575406230,*,*,*,*,2872186,,,,,,,
1673575406376,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575406430,*,*,*,*,2843630,,,,,,,
1673575406630,*,*,*,*,2879146,,,,,,,
1673575406830,*,*,*,*,2867393,,,,,,,
1673575407030,*,*,*,*,2878651,,,,,,,
1673575407230,*,*,*,*,2880610,,,,,,,
1673575407430,*,*,*,*,2873467,,,,,,,
1673575407630,*,*,*,*,2807606,,,,,,,
1673575407830,*,*,*,*,2875301,,,,,,,
1673575408030,*,*,*,*,2873791,,,,,,,
1673575408230,*,*,*,*,2879902,,,,,,,
1673575408430,*,*,*,*,2879496,,,,,,,
1673575408633,*,*,*,*,2864845,,,,,,,
1673575408638,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575408830,*,*,*,*,2855360,,,,,,,
1673575409030,*,*,*,*,2879887,,,,,,,
1673575409230,*,*,*,*,2874884,,,,,,,
1673575409430,*,*,*,*,2879994,,,,,,,
1673575409630,*,*,*,*,2881029,,,,,,,
1673575409833,*,*,*,*,2848634,,,,,,,
1673575410030,*,*,*,*,2826609,,,,,,,
1673575410230,*,*,*,*,2880156,,,,,,,
1673575410430,*,*,*,*,2874299,,,,,,,
1673575410630,*,*,*,*,2878480,,,,,,,
1673575410830,*,*,*,*,2873743,,,,,,,
1673575410908,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575411030,*,*,*,*,2831099,,,,,,,
1673575411230,*,*,*,*,2878441,,,,,,,
1673575411430,*,*,*,*,2879568,,,,,,,
1673575411630,*,*,*,*,2872287,,,,,,,
1673575411830,*,*,*,*,2873493,,,,,,,
1673575412030,*,*,*,*,2878489,,,,,,,
1673575412230,*,*,*,*,2779531,,,,,,,
1673575412430,*,*,*,*,2879652,,,,,,,
1673575412630,*,*,*,*,2880509,,,,,,,
1673575412830,*,*,*,*,2853751,,,,,,,
1673575413030,*,*,*,*,2880082,,,,,,,
1673575413169,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575413230,*,*,*,*,2847611,,,,,,,
1673575413430,*,*,*,*,2874394,,,,,,,
1673575413630,*,*,*,*,2879794,,,,,,,
1673575413830,*,*,*,*,2874646,,,,,,,
1673575414030,*,*,*,*,2871993,,,,,,,
1673575414230,*,*,*,*,2879996,,,,,,,
1673575414430,*,*,*,*,2806596,,,,,,,
1673575414630,*,*,*,*,2873782,,,,,,,
1673575414830,*,*,*,*,2874194,,,,,,,
1673575415031,*,*,*,*,2877402,,,,,,,
1673575415230,*,*,*,*,2872935,,,,,,,
1673575415428,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575415433,*,*,*,*,2863293,,,,,,,
1673575415630,*,*,*,*,2866852,,,,,,,
1673575415830,*,*,*,*,2856656,,,,,,,
1673575416030,*,*,*,*,2867605,,,,,,,
1673575416230,*,*,*,*,2880760,,,,,,,
1673575416430,*,*,*,*,2871538,,,,,,,
1673575416633,*,*,*,*,2853482,,,,,,,
1673575416832,*,*,*,*,2835180,,,,,,,
1673575417030,*,*,*,*,2873250,,,,,,,
1673575417230,*,*,*,*,2879959,,,,,,,
1673575417430,*,*,*,*,2879142,,,,,,,
1673575417630,*,*,*,*,2873263,,,,,,,
1673575417697,*,*,*,*,*,100.0,1.1g,0,0,0,0.00,0.00
1673575417830,*,*,*,*,2846345,,,,,,,
1673575418030,*,*,*,*,2873761,,,,,,,
1673575418230,*,*,*,*,2875248,,,,,,,
1673575418430,*,*,*,*,2879403,,,,,,,
1673575418630,*,*,*,*,2880584,,,,,,,
1673575418830,*,*,*,*,2868365,,,,,,,
1673575419030,*,*,*,*,2799243,,,,,,,
1673575419231,*,*,*,*,2879650,,,,,,,
1673575419430,*,*,*,*,2872412,,,,,,,
1673575419631,*,*,*,*,2878524,,,,,,,
