"AbsoluteTime","Phase","Step","Loop","Iteration","Change_count","Total_distance","Frequency","CPU_Usage","RSZ","SWAP","Cumul_pflts","Temperature","IO_Kbps"
1678807641390,-1,-1,2,57,72,200158.375950,3410000
1678807646410,-1,-1,2,58,88,200158.375313,3410000
1678807651438,-1,-1,2,59,71,200158.374709,3410000
1678807656467,-1,-1,2,60,62,200158.374294,3410000
1678807661482,-1,-1,2,61,43,200158.374027,3410000
1678807666503,-1,-1,2,62,43,200158.373822,3410000
1678807671525,-1,-1,2,63,47,200158.373638,3410000
1678807676539,-1,-1,2,64,35,200158.373421,3410000
1678807681569,-1,-1,2,65,36,200158.373302,3410000
1678807687146,-1,-1,2,66,24,200158.373198,3410000
1678807692753,-1,-1,2,67,25,200158.373114,3410000
1678807697904,-1,-1,2,68,17,200158.373074,3410000
1678807702934,-1,-1,2,69,15,200158.373043,3410000
1678807707940,-1,-1,2,70,12,200158.373024,3410000
1678807713065,-1,-1,2,71,6,200158.373010,3410000
1678807718084,-1,-1,2,72,7,200158.373005,3410000
1678807723099,-1,-1,2,73,8,200158.373001,3410000
1678807728126,-1,-1,2,74,7,200158.372997,3410000
1678807733144,-1,-1,2,75,8,200158.372992,3410000
1678807738151,-1,-1,2,76,6,200158.372987,3410000
1678807743178,-1,-1,2,77,2,200158.372982,3410000
1678807748187,-1,-1,2,78,1,200158.372981,3410000
1678807753257,1,4,2,79,0,-1.000000,3410000
1678807754323,1,5,2,-1,-1,-1,3410000
1678807754337,2,1,0,-1,-1,-1,3410000
1678807754355,2,1,1,20,-1,-1,3410000
1678807754372,2,2,0,-1,-1,-1,3410000
1678807754454,2,2,1,13,-1,-1,3410000
1678807754472,3,1,0,-1,-1,-1,3410000
1678807795295,3,1,1,-1,-1,-1,3410000
1678807795503,4,1,0,-1,-1,-1,3410000
1678807813435,4,1,1,-1,-1,-1,3410000
1678807813451,4,2,0,-1,-1,-1,3410000
1678807817910,-1,-1,3,-1,-1,-1.000000,3410000
1678807822781,-1,-1,3,0,1706606,274613.258898,3410000
1678807827664,-1,-1,3,1,353965,209162.441182,3410000
1678807832536,-1,-1,3,2,78499,199845.184334,3410000
1678807837411,-1,-1,3,3,32948,199361.705306,3410000
1678807842285,-1,-1,3,4,18470,199258.306914,3410000
1678807847193,-1,-1,3,5,10972,199221.515316,3410000
1678807852071,-1,-1,3,6,6746,199207.886667,3410000
1678807857035,-1,-1,3,7,4309,199202.567483,3410000
1678807861984,-1,-1,3,8,2718,199200.408971,3410000
1678807867419,-1,-1,3,9,1671,199199.539459,3410000
1678807872324,-1,-1,3,10,972,199199.220166,3410000
1678807877239,-1,-1,3,11,638,199199.109482,3410000
1678807882149,-1,-1,3,12,430,199199.062619,3410000
1678807887028,-1,-1,3,13,277,199199.041742,3410000
1678807891922,-1,-1,3,14,168,199199.032905,3410000
1678807896844,-1,-1,3,15,108,199199.029430,3410000
1678807901740,-1,-1,3,16,75,199199.028078,3410000
1678807906633,-1,-1,3,17,54,199199.027519,3410000
1678807911521,-1,-1,3,18,27,199199.027214,3410000
1678807916411,-1,-1,3,19,13,199199.027128,3410000
1678807921290,-1,-1,3,20,4,199199.027107,3410000
1678807926214,-1,-1,3,21,2,199199.027104,3410000
1678807931108,-1,-1,3,22,1,199199.027103,3410000
1678807936014,-1,-1,3,23,1,199199.027102,3410000
1678807940969,4,2,1,24,0,-1.000000,3410000
