generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,84
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,72
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,1
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,72
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,1
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,1
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,2
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,84
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,1
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,2
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,1
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,2
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,72
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,2
generator/2D/6710900N/SEP0.5/points.csv,6710900,6710900,2,10,2
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,106
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,106
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,150
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,4
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,3
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,2
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,3
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,118
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,102
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,43
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,106
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,102
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,3
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,105
generator/2D/6710900N/SEP0.4/points.csv,6710900,6710900,2,10,94
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,8
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,10
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,150
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,150
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,5
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,7
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,8
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,25
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,9
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,62
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,28
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,11
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,4
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,4
generator/2D/6710900N/SEP0.3/points.csv,6710900,6710900,2,10,24
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,7
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,28
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,15
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,10
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,23
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,37
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,24
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,7
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,16
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,6
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,10
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,28
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,23
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,29
generator/2D/6710900N/SEP0.2/points.csv,6710900,6710900,2,10,37
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,57
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,81
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,104
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,124
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,64
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,63
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,133
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,150
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,137
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,130
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,124
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,125
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,131
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,141
generator/2D/6710900N/SEP0.1/points.csv,6710900,6710900,2,10,140
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,23
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,80
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,27
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,34
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,27
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,21
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,19
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,35
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,25
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,31
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,35
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,36
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,21
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,34
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,40
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,22
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,21
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,24
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,36
generator/2D/6710900N/SEP0.0/points.csv,6710900,6710900,2,10,22
generator/2D/6710900N/SEP-0.1/points.csv,6710900,6710900,2,10,38
generator/2D/6710900N/SEP-0.1/points.csv,6710900,6710900,2,10,30
generator/2D/6710900N/SEP-0.1/points.csv,6710900,6710900,2,10,56
generator/2D/6710900N/SEP-0.1/points.csv,6710900,6710900,2,10,49
generator/2D/6710900N/SEP-0.1/points.csv,6710900,6710900,2,10,47
generator/2D/6710900N/SEP-0.1/points.csv,6710900,6710900,2,10,53
