generator/5D/13421800N/SEP0.5/points.csv,13421800,13421800,5,10,2
generator/5D/13421800N/SEP0.5/points.csv,13421800,13421800,5,10,2
generator/5D/13421800N/SEP0.5/points.csv,13421800,13421800,5,10,2
generator/5D/13421800N/SEP0.5/points.csv,13421800,13421800,5,10,1
generator/5D/13421800N/SEP0.5/points.csv,13421800,13421800,5,10,2
generator/5D/13421800N/SEP0.5/points.csv,13421800,13421800,5,10,2
generator/5D/13421800N/SEP0.5/points.csv,13421800,13421800,5,10,2
generator/5D/13421800N/SEP0.5/points.csv,13421800,13421800,5,10,1
generator/5D/13421800N/SEP0.5/points.csv,13421800,13421800,5,10,2
generator/5D/13421800N/SEP0.5/points.csv,13421800,13421800,5,10,44
generator/5D/13421800N/SEP0.4/points.csv,13421800,13421800,5,10,3
generator/5D/13421800N/SEP0.4/points.csv,13421800,13421800,5,10,2
generator/5D/13421800N/SEP0.4/points.csv,13421800,13421800,5,10,3
generator/5D/13421800N/SEP0.4/points.csv,13421800,13421800,5,10,3
generator/5D/13421800N/SEP0.4/points.csv,13421800,13421800,5,10,2
generator/5D/13421800N/SEP0.4/points.csv,13421800,13421800,5,10,3
generator/5D/13421800N/SEP0.4/points.csv,13421800,13421800,5,10,3
generator/5D/13421800N/SEP0.4/points.csv,13421800,13421800,5,10,3
generator/5D/13421800N/SEP0.4/points.csv,13421800,13421800,5,10,3
generator/5D/13421800N/SEP0.4/points.csv,13421800,13421800,5,10,4
generator/5D/13421800N/SEP0.3/points.csv,13421800,13421800,5,10,9
generator/5D/13421800N/SEP0.3/points.csv,13421800,13421800,5,10,5
generator/5D/13421800N/SEP0.3/points.csv,13421800,13421800,5,10,28
generator/5D/13421800N/SEP0.3/points.csv,13421800,13421800,5,10,35
generator/5D/13421800N/SEP0.3/points.csv,13421800,13421800,5,10,28
generator/5D/13421800N/SEP0.3/points.csv,13421800,13421800,5,10,5
generator/5D/13421800N/SEP0.3/points.csv,13421800,13421800,5,10,6
generator/5D/13421800N/SEP0.3/points.csv,13421800,13421800,5,10,23
generator/5D/13421800N/SEP0.3/points.csv,13421800,13421800,5,10,6
generator/5D/13421800N/SEP0.3/points.csv,13421800,13421800,5,10,5
generator/5D/13421800N/SEP0.2/points.csv,13421800,13421800,5,10,9
generator/5D/13421800N/SEP0.2/points.csv,13421800,13421800,5,10,14
generator/5D/13421800N/SEP0.2/points.csv,13421800,13421800,5,10,14
generator/5D/13421800N/SEP0.2/points.csv,13421800,13421800,5,10,13
generator/5D/13421800N/SEP0.2/points.csv,13421800,13421800,5,10,19
generator/5D/13421800N/SEP0.2/points.csv,13421800,13421800,5,10,31
generator/5D/13421800N/SEP0.2/points.csv,13421800,13421800,5,10,29
generator/5D/13421800N/SEP0.2/points.csv,13421800,13421800,5,10,16
generator/5D/13421800N/SEP0.2/points.csv,13421800,13421800,5,10,28
generator/5D/13421800N/SEP0.2/points.csv,13421800,13421800,5,10,11
generator/5D/13421800N/SEP0.1/points.csv,13421800,13421800,5,10,150
generator/5D/13421800N/SEP0.1/points.csv,13421800,13421800,5,10,94
generator/5D/13421800N/SEP0.1/points.csv,13421800,13421800,5,10,16
generator/5D/13421800N/SEP0.1/points.csv,13421800,13421800,5,10,20
generator/5D/13421800N/SEP0.1/points.csv,13421800,13421800,5,10,37
generator/5D/13421800N/SEP0.1/points.csv,13421800,13421800,5,10,150
generator/5D/13421800N/SEP0.1/points.csv,13421800,13421800,5,10,150
generator/5D/13421800N/SEP0.1/points.csv,13421800,13421800,5,10,45
generator/5D/13421800N/SEP0.1/points.csv,13421800,13421800,5,10,150
generator/5D/13421800N/SEP0.1/points.csv,13421800,13421800,5,10,62
generator/5D/13421800N/SEP0.0/points.csv,13421800,13421800,5,10,20
generator/5D/13421800N/SEP0.0/points.csv,13421800,13421800,5,10,25
generator/5D/13421800N/SEP0.0/points.csv,13421800,13421800,5,10,18
