SEP,N,M,DIM,K,D_MAX,SKIPPED_CHUNK,REAL_KMLIO_DELAY,T_1_read,getmat_time,init_time,km_1_iteration_time,var_copy_time ,ITERATION/FREQ/KM_IT_SUM/CHUNK_ESTIMATED_TIME/REAL_CHUNK_DELAY/ERROR,SEE_ERROR,CENTERS_DIST_ERROR,ARI
-0.9,13421800,3355450,10,10,3600.000000,0,2112.471860,0.000002,14.020834,8.819665,2.552552,0.574856,{(150;2300;382.824760;5675174761.888889;408.487480),(150;2300;382.824760;408.850762;410.173716),(150;2300;382.824760;408.850762;409.396427),(150;0;382.824760;inf;408.698669),(150;2300;382.824760;450.338408;0.000000)}
-0.9,13421800,3355450,10,10,3600.000000,0,2206.838571,0.000002,15.156075,9.240665,2.663294,0.570714,{(150;2300;399.153577;380.839397;426.769046),(150;2300;399.153577;426.554062;425.095746),(150;2300;399.153577;472.022328;425.187716),(150;0;399.153577;427.124817;425.715962),(150;2300;399.153577;0.000000;0.000000)}
-0.9,13421800,3355450,10,10,3600.000000,0,2191.182133,0.000002,14.387094,9.179720,2.646727,0.612203,{(150;2200;396.666697;375.304196;423.463662),(150;2200;396.666697;423.222478;423.154833),(150;2200;396.666697;466.383799;422.640896),(150;0;396.666697;423.834720;422.831512),(150;2200;396.666697;0.000000;468.791778)}
-0.9,13421800,3355450,10,10,3600.000000,0,2215.033092,0.000003,14.355537,9.220472,2.654690,0.592544,{(150;2200;398.113666;417.667980;424.659486),(150;2200;398.113666;424.434127;426.451238),(150;2200;398.113666;425.026726;428.374295),(150;0;398.113666;425.026726;425.482296),(150;2200;398.113666;467.500793;475.022843)}

0.0602854440610995

-0.9,13421800,3355450,10,10,3600.000000,0,2200.046468,0.000002,15.043564,9.215420,2.653591,0.602404,{(150;2200;397.690763;416.092357;425.178282),(150;2200;397.690763;424.951135;424.809967),(150;2200;397.690763;425.553580;424.458305),(150;0;397.690763;425.553580;424.349519),(150;2200;397.690763;470.081868;470.378519)},-nan,0.0602854440610995,7.73646514122987e-05
-0.9,
###############################

-0.9,13421800,3355450,10,10,3600.000000,0,2344.376656,0.000002,17.179617,9.834119,2.829564,0.623702,{(150;2200;424.358285;431.176863;454.530398),(150;2200;424.358285;454.277817;452.204609),(150;2200;424.358285;454.901559;453.315577),(150;0;424.358285;454.901559;452.628146),(150;2200;424.358285;505.816708;498.548359)},140362.469976,0.0390481320086455,0.0220011289761441

-0.9,13421800,3355450,10,10,480.000000,3,483.114124,0.000002,15.239135,10.016095,2.859546,0.000000,{(150;0;428.861402;430.036940;456.676790),(0;0;0.000000;457.046718;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),}

-0.9,13421800,3355450,10,10,480.000000,3,483.938984,0.000002,15.209374,9.864877,2.839918,0.000000,{(150;0;425.917120;443.386954;453.547471),(0;0;0.000000;453.901884;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),}

-0.9,13421800,3355450,10,10,480.000000,3,483.582338,0.000002,15.360896,9.868848,2.845732,0.000000,{(150;0;426.763135;445.299785;454.594469),(0;0;0.000000;454.935303;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),},-141627.185028,0.0377332354637145,0.0229157309490308

-0.9,13421800,3355450,10,10,1440.000000,3,484.735347,0.000002,15.055400,9.875409,2.850405,0.000000,{(150;0;427.458234;442.923905;454.989963),(0;0;0.000000;455.341939;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),},-141627.185028,0.0377332354637145,0.0229157309490308

-0.9,13421800,3355450,10,10,1560.000000,2,1418.060404,0.000002,15.367050,9.882840,2.927688,0.611267,{(150;2194;439.042828;453.502651;467.466698),(150;0;426.993690;467.330774;455.457495),(150;2194;417.649949;513.431924;465.224287),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),},-141393.302445,0.0355091227840169,0.0234390115366001


#########################3

-0.9,13421800,3355450,10,10,600.000000,3,485.480596,0.000002,15.076057,9.922754,2.854547,0.000000,{(150;0;428.110666;444.710891;455.669063),(0;0;0.000000;456.035429;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),},-141627.185028,0.0377332354637145,0.0229157309490308
-0.9,13421800,3355450,10,10,720.000000,3,482.433691,0.000002,15.318424,9.871897,2.839248,0.000000,{(150;0;425.819937;441.387182;453.553206),(0;0;0.000000;453.916704;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),},-141627.185028,0.0377332354637145,0.0229157309490308
-0.9,13421800,3355450,10,10,840.000000,3,489.183478,0.000003,15.148737,9.850984,2.849173,0.000000,{(150;0;427.307579;445.054088;454.893033),(0;0;0.000000;455.224900;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),},-141627.185028,0.0377332354637145,0.0229157309490308
-0.9,13421800,3355450,10,10,960.000000,3,484.709537,0.000002,16.161859,9.893164,2.839089,0.000000,{(150;0;425.793803;444.549651;454.413238),(0;0;0.000000;454.757522;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),},-141627.185028,0.0377332354637145,0.0229157309490308
-0.9,13421800,3355450,10,10,1080.000000,3,485.943135,0.000002,15.071693,9.849956,2.850253,0.000000,{(150;0;427.469678;443.826906;454.980349),(0;0;0.000000;455.309838;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),},-141627.185028,0.0377332354637145,0.0229157309490308
-0.9,13421800,3355450,10,10,1200.000000,3,485.973102,0.000002,15.181802,9.872806,2.843864,0.000000,{(150;0;426.510948;442.411390;454.117560),(0;0;0.000000;454.478066;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),},-141627.185028,0.0377332354637145,0.0229157309490308
-0.9,13421800,3355450,10,10,1320.000000,3,487.236500,0.000002,15.897790,9.891660,2.841787,0.000000,{(150;0;426.182049;444.265837;454.563262),(0;0;0.000000;454.899227;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),},-141627.185028,0.0377332354637145,0.0229157309490308
-0.9,13421800,3355450,10,10,1440.000000,2,1408.828443,0.000002,15.387082,9.864353,2.844180,0.573589,{(150;2194;426.560467;444.639620;454.920683),(150;0;427.386573;454.722593;455.978954),(150;2194;417.219073;470.109675;464.373263),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),},-141393.302445,0.0355091227840169,0.0234390115366001
-0.9,13421800,3355450,10,10,1560.000000,2,1408.094032,0.000002,15.070025,10.047845,2.853263,0.584791,{(150;2194;427.919604;443.234484;456.152767),(150;0;428.111814;455.960598;456.548196),(150;2194;418.644746;471.030623;465.965620),(0;0;0.000000;0.000000;0.000000),(0;0;0.000000;0.000000;0.000000),},-141393.302445,0.0355091227840169,0.0234390115366001
