"AbsoluteTime","Phase","Step","Loop","Iteration","Frequency","CPU_Usage","SWAP","Cumul_pflts","Nb_pflts","Read_Kbps","Write_Kbps"
1673501264737,1,1,0,-1,2900000
1673501291097,1,1,1,-1,2900000
1673501291117,1,2,0,0,2900000
1673501299001,1,2,1,1,2900000
1673501308415,1,3,1,1,2900000
1673501356414,1,4,1,20,2900000
1673501356893,1,5,1,1,2900000
1673501364760,1,2,2,1,2900000
1673501374180,1,3,2,1,2900000
1673501435378,1,4,2,26,2900000
1673501435873,1,5,2,1,2900000
1673501443834,1,2,3,1,2900000
1673501453426,1,3,3,1,2900000
1673501669800,1,4,3,97,2900000
1673501670288,1,5,3,1,2900000
1673501678189,1,2,4,1,2900000
1673501687902,1,3,4,1,2900000
1673501762793,1,4,4,32,2900000
1673501763299,1,5,4,1,2900000
1673501763311,2,1,0,0,2900000
1673501763327,2,1,1,40,2900000
1673501763341,2,2,0,0,2900000
1673501763410,2,2,1,14,2900000
1673501763428,3,1,0,-1,2900000
1673501797672,3,1,1,-1,2900000
1673501797690,4,1,0,-1,2900000
1673501807548,4,1,1,-1,2900000
1673501807560,4,2,0,0,2900000
1673501831777,4,2,1,9,2900000
