"AbsoluteTime","Phase","Step","Loop","Iteration","Frequency","CPU_Usage","SWAP","Cumul_pflts","Nb_pflts","Read_Kbps","Write_Kbps"
1673500333574,1,1,0,-1,2900000
1673500360567,1,1,1,-1,2900000
1673500360599,1,2,0,0,2900000
1673500366964,1,2,1,1,2900000
1673500374990,1,3,1,1,2900000
1673500404978,1,4,1,15,2900000
1673500405364,1,5,1,1,2900000
1673500411654,1,2,2,1,2900000
1673500419240,1,3,2,1,2900000
1673500472833,1,4,2,29,2900000
1673500473232,1,5,2,1,2900000
1673500479548,1,2,3,1,2900000
1673500487233,1,3,3,1,2900000
1673500523754,1,4,3,19,2900000
1673500524159,1,5,3,1,2900000
1673500530488,1,2,4,1,2900000
1673500537920,1,3,4,1,2900000
1673500598549,1,4,4,33,2900000
1673500598952,1,5,4,1,2900000
1673500605316,1,2,5,1,2900000
1673500613210,1,3,5,1,2900000
1673500632600,1,4,5,9,2900000
1673500633025,1,5,5,1,2900000
1673500633037,2,1,0,0,2900000
1673500633057,2,1,1,50,2900000
1673500633074,2,2,0,0,2900000
1673500633141,2,2,1,14,2900000
1673500633159,3,1,0,-1,2900000
1673500667065,3,1,1,-1,2900000
1673500667080,4,1,0,-1,2900000
1673500674852,4,1,1,-1,2900000
1673500674862,4,2,0,0,2900000
1673500724050,4,2,1,27,2900000
