"AbsoluteTime","Phase","Step","Loop","Iteration","Frequency","CPU_Usage","SWAP","Cumul_pflts","Nb_pflts","Read_Kbps","Write_Kbps"
1673497184316,1,1,0,-1,2900000
1673497211031,1,1,1,-1,2900000
1673497211074,1,2,0,0,2900000
1673497214610,1,2,1,1,2900000
1673497218703,1,3,1,1,2900000
1673497240999,1,4,1,23,2900000
1673497241397,1,5,1,1,2900000
1673497244837,1,2,2,1,2900000
1673497248683,1,3,2,1,2900000
1673497279557,1,4,2,33,2900000
1673497279839,1,5,2,1,2900000
1673497283331,1,2,3,1,2900000
1673497287254,1,3,3,1,2900000
1673497305975,1,4,3,19,2900000
1673497306267,1,5,3,1,2900000
1673497309825,1,2,4,1,2900000
1673497313703,1,3,4,1,2900000
1673497335735,1,4,4,23,2900000
1673497336028,1,5,4,1,2900000
1673497339719,1,2,5,1,2900000
1673497343706,1,3,5,1,2900000
1673497352620,1,4,5,8,2900000
1673497352911,1,5,5,1,2900000
1673497356295,1,2,6,1,2900000
1673497360149,1,3,6,1,2900000
1673497384764,1,4,6,26,2900000
1673497385027,1,5,6,1,2900000
1673497388614,1,2,7,1,2900000
1673497392573,1,3,7,1,2900000
1673497403265,1,4,7,10,2900000
1673497403586,1,5,7,1,2900000
1673497408024,1,2,8,1,2900000
1673497412052,1,3,8,1,2900000
1673497453894,1,4,8,45,2900000
1673497454184,1,5,8,1,2900000
1673497457836,1,2,9,1,2900000
1673497462365,1,3,9,1,2900000
1673497471712,1,4,9,8,2900000
1673497471966,1,5,9,1,2900000
1673497475704,1,2,10,1,2900000
1673497479739,1,3,10,1,2900000
1673497504548,1,4,10,22,2900000
1673497504861,1,5,10,1,2900000
1673497504873,2,1,0,0,2900000
1673497504898,2,1,1,100,2900000
1673497504916,2,2,0,0,2900000
1673497505643,2,2,1,18,2900000
1673497505657,3,1,0,-1,2900000
1673497548085,3,1,1,-1,2900000
1673497548159,4,1,0,-1,2900000
1673497552450,4,1,1,-1,2900000
1673497552461,4,2,0,0,2900000
1673497577895,4,2,1,25,2900000
