"AbsoluteTime","Phase","Step","Loop","Iteration","Frequency","CPU_Usage","SWAP","Cumul_pflts","Nb_pflts","Read_Kbps","Write_Kbps"
1673498797370,1,1,0,-1,2900000
1673498822302,1,1,1,-1,2900000
1673498822340,1,2,0,0,2900000
1673498827681,1,2,1,1,2900000
1673498832540,1,3,1,1,2900000
1673499433431,1,4,1,67,2900000
1673499434307,1,5,1,1,2900000
1673499439548,1,2,2,1,2900000
1673499444834,1,3,2,1,2900000
1673499524887,1,4,2,8,2900000
1673499525284,1,5,2,1,2900000
1673499530063,1,2,3,1,2900000
1673499535132,1,3,3,1,2900000
1673499545089,1,4,3,7,2900000
1673499545333,1,5,3,1,2900000
1673499549469,1,2,4,1,2900000
1673499554264,1,3,4,1,2900000
1673499578064,1,4,4,20,2900000
1673499578325,1,5,4,1,2900000
1673499582454,1,2,5,1,2900000
1673499587608,1,3,5,1,2900000
1673499597514,1,4,5,7,2900000
1673499597808,1,5,5,1,2900000
1673499601966,1,2,6,1,2900000
1673499606879,1,3,6,1,2900000
1673499643530,1,4,6,32,2900000
1673499643813,1,5,6,1,2900000
1673499647876,1,2,7,1,2900000
1673499652698,1,3,7,1,2900000
1673499689916,1,4,7,32,2900000
1673499690175,1,5,7,1,2900000
1673499694451,1,2,8,1,2900000
1673499699867,1,3,8,1,2900000
1673499711989,1,4,8,9,2900000
1673499712288,1,5,8,1,2900000
1673499712299,2,1,0,0,2900000
1673499712314,2,1,1,80,2900000
1673499712334,2,2,0,0,2900000
1673499712477,2,2,1,17,2900000
1673499712487,3,1,0,-1,2900000
1673499747190,3,1,1,-1,2900000
1673499747207,4,1,0,-1,2900000
1673499752192,4,1,1,-1,2900000
1673499752204,4,2,0,0,2900000
1673499793839,4,2,1,37,2900000
