0,0,117311,17434.976661
0,1,70507,15072.477122
0,2,41429,14066.576986
0,3,29001,13642.139256
0,4,24982,13398.076347
0,5,22286,13127.801654
0,6,15511,12856.262629
0,7,10359,12727.450446
0,8,9222,12675.048674
0,9,11151,12613.381830
0,10,12492,12493.132483
0,11,9393,12325.027503
0,12,5221,12222.959750
0,13,2330,12195.015750
0,14,1012,12190.006237
0,15,452,12189.151138
0,16,204,12188.991386
0,17,92,12188.959153
0,18,29,12188.953127
0,19,10,12188.952227
0,20,5,12188.952139
0,21,1,12188.952100
1,0,119495,16636.675768
1,1,61840,14666.295721
1,2,46264,13936.365295
1,3,34009,13394.478329
1,4,20632,13060.771958
1,5,11520,12928.567780
1,6,7432,12887.954674
1,7,7466,12867.093445
1,8,10983,12835.041645
1,9,16716,12751.643377
1,10,18406,12550.659437
1,11,11619,12303.473028
1,12,4982,12200.538518
1,13,1766,12183.062765
1,14,635,12181.035578
1,15,221,12180.803197
1,16,74,12180.779130
1,17,22,12180.776014
1,18,8,12180.775644
1,19,1,12180.775585
1,20,1,12180.775579
2,0,113471,19833.188155
2,1,98465,16658.981196
2,2,60936,15213.355655
2,3,38361,14631.033174
2,4,30383,14346.642175
2,5,29372,14142.680882
2,6,27709,13901.262870
2,7,21489,13656.072900
2,8,14663,13529.373137
2,9,10730,13474.956476
2,10,9732,13444.608300
2,11,11155,13412.487913
2,12,15620,13348.217260
2,13,18735,13192.838946
2,14,14355,12940.170069
2,15,7978,12793.538304
2,16,4129,12757.068295
2,17,2606,12749.529972
2,18,1957,12747.068034
2,19,1812,12745.415369
2,20,1843,12743.685932
2,21,2120,12741.503834
2,22,2666,12738.253549
2,23,3617,12732.682397
2,24,5577,12721.176957
2,25,9103,12692.761425
2,26,13962,12612.569837
2,27,12681,12413.299337
2,28,5675,12243.022567
2,29,2061,12213.547444
2,30,737,12210.546748
2,31,292,12210.181978
2,32,124,12210.125557
2,33,51,12210.115494
2,34,28,12210.113244
2,35,13,12210.112164
2,36,7,12210.111881
2,37,2,12210.111814
3,0,110031,18012.992414
3,1,85020,15864.027031
3,2,65599,14639.936586
3,3,48540,13677.187086
3,4,34076,13029.847941
3,5,22805,12599.003364
3,6,13812,12341.526304
3,7,7061,12225.133951
3,8,3245,12192.664670
3,9,1469,12185.513306
3,10,664,12184.029183
3,11,321,12183.714877
3,12,126,12183.638097
3,13,58,12183.624539
3,14,24,12183.621128
3,15,8,12183.620592
3,16,6,12183.620473
3,17,4,12183.620437
3,18,2,12183.620410
4,0,108619,16783.683433
4,1,59254,15171.309834
4,2,40726,14609.079304
4,3,38583,14270.749452
4,4,34035,13873.120064
4,5,23351,13507.901720
4,6,17589,13344.834486
4,7,19297,13222.398066
4,8,22972,13030.102717
4,9,23022,12743.334337
4,10,15021,12398.297377
4,11,6429,12237.376510
4,12,2402,12213.974483
4,13,832,12211.133657
4,14,325,12210.778934
4,15,127,12210.722712
4,16,47,12210.712789
4,17,21,12210.710881
4,18,11,12210.710497
4,19,8,12210.710334
4,20,2,12210.710260
5,0,150566,18166.978668
5,1,80145,14560.414452
5,2,43538,13260.575260
5,3,26657,12650.369471
5,4,14312,12328.405340
5,5,6343,12215.638588
5,6,2586,12192.625076
5,7,1115,12188.424371
5,8,505,12187.582479
5,9,229,12187.382910
5,10,132,12187.340229
5,11,67,12187.323742
5,12,40,12187.318425
5,13,17,12187.316995
5,14,9,12187.316730
5,15,14,12187.316617
5,16,9,12187.316415
5,17,2,12187.316333
5,18,3,12187.316319
5,19,4,12187.316292
5,20,5,12187.316266
5,21,1,12187.316248
5,22,1,12187.316241
6,0,98798,16305.122355
6,1,55956,14692.994492
6,2,35637,14078.574628
6,3,25265,13763.714033
6,4,20318,13567.752207
6,5,19285,13433.258822
6,6,20168,13307.352275
6,7,18528,13155.771837
6,8,13431,13011.968039
6,9,8389,12930.140307
6,10,5082,12900.705885
6,11,3588,12890.559378
6,12,3081,12884.794865
6,13,3241,12879.347410
6,14,4242,12871.085131
6,15,6825,12852.458293
6,16,12071,12796.598658
6,17,16123,12620.703342
6,18,10404,12321.580752
6,19,4098,12196.669205
6,20,1333,12183.237529
6,21,434,12182.166288
6,22,163,12182.051944
6,23,61,12182.035679
6,24,20,12182.033734
6,25,13,12182.033434
6,26,7,12182.033300
6,27,1,12182.033248
7,0,125454,19657.466399
7,1,100719,16164.364338
7,2,54673,14469.322388
7,3,30045,13748.841386
7,4,18641,13482.970102
7,5,18583,13371.390334
7,6,22421,13171.838449
7,7,17580,12824.673056
7,8,12192,12620.637467
7,9,11374,12517.564134
7,10,10603,12388.243942
7,11,7265,12257.946576
7,12,3559,12198.360249
7,13,1612,12185.015765
7,14,719,12182.592770
7,15,310,12182.156464
7,16,169,12182.073536
7,17,87,12182.052015
7,18,53,12182.045672
7,19,32,12182.043242
7,20,17,12182.041915
7,21,7,12182.041450
7,22,3,12182.041370
7,23,1,12182.041351
7,24,1,12182.041347
8,0,135443,19339.316413
8,1,90883,15476.561117
8,2,41895,13939.341057
8,3,22147,13501.777961
8,4,16033,13367.424340
8,5,14643,13278.815325
8,6,15178,13190.113100
8,7,16120,13082.811501
