0,0,133996,20224.843483
0,1,112586,16561.859782
0,2,48549,15151.747311
0,3,29761,14819.300503
0,4,23833,14673.682978
0,5,21286,14563.312141
0,6,18907,14463.811259
0,7,16727,14388.267808
0,8,15311,14333.060152
0,9,15614,14284.238613
0,10,17176,14225.814807
0,11,19530,14138.411802
0,12,19836,14009.229070
0,13,16485,13880.193908
0,14,12341,13799.157022
0,15,8771,13756.922560
0,16,5926,13735.871129
0,17,4100,13725.783136
0,18,2863,13720.909025
0,19,2037,13718.392395
0,20,1491,13717.086897
0,21,1059,13716.377960
0,22,739,13716.034771
0,23,581,13715.856843
0,24,388,13715.759177
0,25,328,13715.707139
0,26,251,13715.677854
0,27,189,13715.661675
0,28,155,13715.651864
0,29,107,13715.645354
0,30,78,13715.641580
0,31,62,13715.639470
0,32,41,13715.638081
0,33,33,13715.637379
0,34,18,13715.637019
0,35,25,13715.636820
0,36,16,13715.636618
0,37,13,13715.636490
0,38,8,13715.636411
0,39,10,13715.636359
0,40,9,13715.636307
0,41,8,13715.636267
0,42,2,13715.636216
0,43,1,13715.636207
0,44,1,13715.636203
0,45,1,13715.636199
0,46,1,13715.636196
0,47,1,13715.636193
