0,0,0.574885
0,1,0.565159
0,2,0.568300
0,3,0.567863
0,4,0.568324
0,5,1.629797
0,6,1.633301
0,7,1.635308
0,8,1.646675
0,9,1.636358
0,10,1.635446
0,11,1.634989
0,12,1.639587
0,13,1.646813
0,14,1.649862
0,15,1.655803
0,16,1.648413
0,17,1.634096
0,18,1.630738
0,19,1.633838
0,20,1.645510
0,21,1.651194
0,22,1.649944
0,23,1.649913
0,24,1.646427
0,25,1.646436
0,26,1.645728
0,27,1.637516
0,28,1.637052
0,29,1.637546
0,30,1.643669
0,31,1.645853
0,32,1.647677
0,33,1.650068
0,34,1.648852
0,35,1.647510
0,36,1.651857
0,37,1.647549
0,38,1.650573
0,39,1.656938
0,40,1.655500
0,41,1.656014
0,42,1.655632
0,43,1.655267
0,44,1.657091
0,45,1.652876
0,46,1.652659
0,47,1.658114
0,48,1.654994
0,49,1.634912
0,50,1.618183
0,51,1.621936
0,52,1.651536
0,53,1.649645
0,54,1.652968
0,55,1.655996
0,56,1.658731
0,57,1.659337
0,58,1.660147
0,59,1.658409
0,60,1.657277
0,61,1.655369
0,62,1.661587
0,63,1.647072
0,64,1.625321
0,65,1.614713
0,66,1.630153
0,67,1.658225
0,68,1.660776
0,69,1.652005
0,70,1.655698
0,71,1.658990
0,72,1.661637
0,73,1.657678
0,74,1.658300
0,75,1.661405
0,76,1.662898
0,77,1.661141
0,78,1.662540
0,79,1.659159
0,80,1.660107
0,81,1.671695
0,82,1.662797
0,83,1.659121
0,84,1.667131
0,85,1.659027
0,86,1.658144
0,87,1.662980
0,88,1.661907
0,89,1.664846
0,90,1.675696
0,91,1.661028
0,92,1.660769
0,93,1.657065
0,94,1.661250
0,95,1.661330
0,96,1.662485
0,97,1.661809
0,98,1.660811
0,99,1.661413
0,100,1.664706
0,101,1.660861
0,102,1.663320
0,103,1.666458
0,104,1.646811
0,105,1.609847
0,106,1.606449
0,107,1.627660
0,108,1.613380
0,109,1.619021
0,110,1.625539
0,111,1.631890
0,112,1.642733
0,113,1.666053
0,114,1.663732
0,115,1.664663
0,116,1.664151
0,117,1.670138
0,118,1.645912
0,119,1.611236
0,120,1.657888
0,121,1.614957
0,122,1.610361
0,123,1.607269
0,124,1.609593
0,125,1.610976
0,126,1.612501
0,127,1.608629
0,128,1.616860
0,129,1.626525
0,130,1.621386
0,131,1.619949
