0,0,1.473533
0,1,1.486428
0,2,1.555841
0,3,1.571823
0,4,1.424743
0,5,1.506968
0,6,1.442260
0,7,1.501167
0,8,1.551820
0,9,1.639891
0,10,1.452379
0,11,1.440501
0,12,1.435306
0,13,1.412768
0,14,1.414381
0,15,1.434867
0,16,1.417200
0,17,1.419496
0,18,1.437042
0,19,1.422883
0,20,1.418727
0,21,1.442891
0,22,1.417734
0,23,1.413552
0,24,1.433761
0,25,1.414760
0,26,1.415250
0,27,1.430875
0,28,1.420976
0,29,1.414279
0,30,1.428429
0,31,1.428067
0,32,1.413890
0,33,1.426700
0,34,1.434491
0,35,1.413652
0,36,1.423985
0,37,1.437443
0,38,1.414717
0,39,1.422060
0,40,1.441544
0,41,1.414673
0,42,1.421852
0,43,1.441367
0,44,1.415114
0,45,1.422771
0,46,1.441031
0,47,1.414994
0,48,1.422867
0,49,1.442551
0,50,1.414305
0,51,1.423164
0,52,1.442504
0,53,1.415420
0,54,1.421377
0,55,1.442328
0,56,1.414657
0,57,1.422448
0,58,1.443339
0,59,1.415434
0,60,1.422164
0,61,1.440613
0,62,1.414397
0,63,1.422508
0,64,1.442613
0,65,1.415207
0,66,1.422284
0,67,1.440935
0,68,1.414326
0,69,1.422238
0,70,1.442881
0,71,1.414322
0,72,1.423793
0,73,1.439867
0,74,1.413637
0,75,1.423134
0,76,1.440738
0,77,1.413992
0,78,1.422549
0,79,1.441161
0,80,1.414087
0,81,1.423360
0,82,1.442013
0,83,1.415191
0,84,1.421936
0,85,1.440327
0,86,1.415778
0,87,1.423105
0,88,1.440113
0,89,1.415187
0,90,1.423514
0,91,1.439722
0,92,1.415553
0,93,1.423606
0,94,1.441195
0,95,1.414953
0,96,1.424200
0,97,1.437388
0,98,1.415549
0,99,1.424857
0,100,1.439735
0,101,1.415371
0,102,1.424182
0,103,1.437815
0,104,1.415039
0,105,1.424242
0,106,1.439919
0,107,1.415357
0,108,1.425499
0,109,1.436595
0,110,1.415611
0,111,1.425612
0,112,1.437935
0,113,1.416334
0,114,1.426508
0,115,1.435604
0,116,1.416594
0,117,1.426647
0,118,1.438048
0,119,1.415141
0,120,1.425264
0,121,1.434396
0,122,1.432329
0,123,1.472895
0,124,1.423166
0,125,1.421265
0,126,1.438911
0,127,1.424152
0,128,1.421388
0,129,1.436343
0,130,1.416361
0,131,1.416250
0,132,1.434742
0,133,1.416811
0,134,1.416754
0,135,1.431686
0,136,1.424445
0,137,1.418007
0,138,1.440393
0,139,1.429814
0,140,1.419619
0,141,1.434500
0,142,1.421261
0,143,1.415853
0,144,1.430587
0,145,1.423373
0,146,1.416898
0,147,1.429454
0,148,1.431251
0,149,1.416284
1,0,1.364098
1,1,1.402346
1,2,1.389411
1,3,1.395014
1,4,1.424364
1,5,1.403370
1,6,1.405957
1,7,1.424923
1,8,1.410446
1,9,1.407410
1,10,1.416519
1,11,1.428259
1,12,1.407121
1,13,1.411409
1,14,1.442993
1,15,1.406779
1,16,1.406290
1,17,1.447359
1,18,1.406648
1,19,1.406417
1,20,1.442475
1,21,1.407083
1,22,1.406440
1,23,1.429938
1,24,1.406443
1,25,1.407100
1,26,1.427095
1,27,1.415085
1,28,1.408101
1,29,1.421880
1,30,1.420844
1,31,1.407063
1,32,1.414086
1,33,1.438544
1,34,1.408081
1,35,1.408585
1,36,1.547836
1,37,1.407526
1,38,1.427299
1,39,1.409418
1,40,1.407341
1,41,1.417683
