0.5,13421800,1677725,10,10,1 + 1 + 1 + 1 + 1 + 1 + 1 + 1 + 2
0.5,13421800,1677725,10,10,1 + 2 + 2 + 1 + 1 + 1 + 1 + 1 + 1
0.5,13421800,1677725,10,10,1 + 1 + 1 + 1 + 1 + 1 + 1 + 2 + 1
0.5,13421800,1677725,10,10,1 + 1 + 2 + 1 + 1 + 2 + 1 + 1 + 1
0.5,13421800,1677725,10,10,1 + 1 + 2 + 1 + 1 + 2 + 1 + 1 + 1
0.5,13421800,1677725,10,10,1 + 1 + 2 + 1 + 1 + 1 + 1 + 1 + 1
0.5,13421800,1677725,10,10,1 + 1 + 1 + 1 + 2 + 1 + 1 + 2 + 1
0.5,13421800,1677725,10,10,2 + 1 + 2 + 1 + 2 + 1 + 1 + 1 + 1
0.5,13421800,1677725,10,10,1 + 1 + 1 + 1 + 1 + 1 + 1 + 1 + 1
0.5,13421800,1677725,10,10,1 + 1 + 1 + 1 + 1 + 1 + 1 + 1 + 1
0.5,13421800,1677725,10,10,1 + 2 + 2 + 1 + 1 + 1 + 1 + 2 + 2
0.5,13421800,1677725,10,10,1 + 1 + 1 + 1 + 1 + 1 + 1 + 1 + 1
0.5,13421800,1677725,10,10,1 + 2 + 1 + 2 + 1 + 2 + 1 + 1 + 1
0.5,13421800,1677725,10,10,1 + 1 + 1 + 1 + 1 + 2 + 1 + 1 + 1
0.5,13421800,1677725,10,10,1 + 1 + 2 + 1 + 2 + 1 + 1 + 1 + 2
0.5,13421800,1677725,10,10,1 + 1 + 2 + 1 + 1 + 1 + 1 + 1 + 1
0.5,13421800,1677725,10,10,1 + 1 + 2 + 1 + 1 + 1 + 1 + 2 + 1
0.5,13421800,1677725,10,10,1 + 1 + 2 + 61 + 1 + 138 + 1 + 1 + 2

0.4,13421800,1677725,10,10,135 + 4 + 150 + 96 + 3 + 150 + 3 + 125 + 150
0.4,13421800,1677725,10,10,107 + 150 + 150 + 150 + 150 + 150 + 150 + 87 + 150
0.4,13421800,1677725,10,10,150 + 132 + 3 + 3 + 150 + 4 + 150 + 150 + 117
0.4,13421800,1677725,10,10,150 + 3 + 150 + 2 + 150 + 150 + 150 + 3 + 150
0.4,13421800,1677725,10,10,150 + 5 + 2 + 128 + 150 + 150 + 150 + 4 + 71
0.4,13421800,1677725,10,10,4 + 111 + 4 + 83 + 150 + 4 + 150 + 150 + 150
0.4,13421800,1677725,10,10,4 + 4 + 150 + 3 + 150 + 150 + 4 + 104 + 2
0.4,13421800,1677725,10,10,150 + 150 + 4 + 115 + 4 + 150 + 121 + 150 + 150
0.4,13421800,1677725,10,10,3 + 150 + 150 + 4 + 110 + 150 + 150 + 150 + 150
0.4,13421800,1677725,10,10,150 + 3 + 150 + 150 + 150 + 150 + 150 + 150 + 150

0.3,13421800,1677725,10,10,78 + 5 + 35 + 49 + 150 + 43 + 38 + 5 + 26
0.3,13421800,1677725,10,10,36 + 25 + 3 + 42 + 34 + 46 + 44 + 122 + 5
0.3,13421800,1677725,10,10,25 + 43 + 46 + 28 + 50 + 116 + 38 + 36 + 5
0.3,13421800,1677725,10,10,150 + 32 + 114 + 4 + 49 + 58 + 5 + 37 + 39
0.3,13421800,1677725,10,10,4 + 34 + 38 + 26 + 34 + 60 + 21 + 53 + 150
0.3,13421800,1677725,10,10,33 + 58 + 45 + 39 + 38 + 4 + 124 + 5 + 4
0.3,13421800,1677725,10,10,5 + 39 + 29 + 34 + 150 + 35 + 6 + 42 + 150
0.3,13421800,1677725,10,10,27 + 65 + 31 + 39 + 5 + 60 + 48 + 43 + 40
0.3,13421800,1677725,10,10,36 + 5 + 28 + 67 + 32 + 3 + 150 + 45 + 38
0.3,13421800,1677725,10,10,24 + 31 + 51 + 48 + 55 + 27 + 49 + 51 + 5

0.2,13421800,1677725,10,10,20 + 28 + 8 + 78 + 26 + 30 + 27 + 18 + 26
0.2,13421800,1677725,10,10,8 + 26 + 25 + 69 + 22 + 30 + 17 + 14 + 22
0.2,13421800,1677725,10,10,150 + 24 + 8 + 24 + 24 + 11 + 20 + 8 + 29
0.2,13421800,1677725,10,10,21 + 85 + 23 + 28 + 38 + 7 + 31 + 16 + 114
0.2,13421800,1677725,10,10,27 + 26 + 52 + 26 + 81 + 81 + 21 + 32 + 32
0.2,13421800,1677725,10,10,25 + 29 + 23 + 36 + 23 + 24 + 14 + 90 + 8
0.2,13421800,1677725,10,10,150 + 58 + 16 + 21 + 7 + 22 + 10 + 36 + 30
0.2,13421800,1677725,10,10,20 + 7 + 33 + 109 + 23 + 29 + 150 + 7 + 24
0.2,13421800,1677725,10,10,25 + 115 + 6 + 19 + 8 + 27 + 35 + 9 + 29
0.2,13421800,1677725,10,10,26 + 22 + 50 + 81 + 26 + 6 + 12 + 108 + 27

0.1,13421800,1677725,10,10,10 + 51 + 14 + 36 + 25 + 35 + 46 + 37 + 47
0.1,13421800,1677725,10,10,16 + 38 + 43 + 52 + 12 + 29 + 24 + 13 + 17
0.1,13421800,1677725,10,10,15 + 33 + 80 + 14 + 20 + 49 + 37 + 15 + 20
0.1,13421800,1677725,10,10,22 + 34 + 15 + 27 + 150 + 39 + 28 + 17 + 27
0.1,13421800,1677725,10,10,17 + 41 + 35 + 14 + 50 + 14 + 44 + 15 + 17
