0,0,17886
1,0,12741
2,0,1758
3,0,17638
4,0,30680
5,0,21197
6,0,2578
7,0,1885
8,0,12717
9,0,242354
0,1,12528
1,1,4106
2,1,14678
3,1,571
4,1,6451
5,1,258
6,1,202320
7,1,6534
8,1,17317
9,1,8686
0,2,14919
1,2,20092
2,2,18733
3,2,867
4,2,7073
5,2,10001
6,2,6122
7,2,223753
8,2,15242
9,2,10667
0,3,206084
1,3,10005
2,3,14191
3,3,14196
4,3,24102
5,3,14114
6,3,12002
7,3,11034
8,3,10854
9,3,8819
0,4,9606
1,4,16654
2,4,19821
3,4,39237
4,4,10172
5,4,226717
6,4,18329
7,4,22964
8,4,4764
9,4,13185
0,5,18043
1,5,203082
2,5,7373
3,5,1645
4,5,12256
5,5,18115
6,5,21108
7,5,15419
8,5,14524
9,5,14770
0,6,9677
1,6,22879
2,6,9689
3,6,8105
4,6,192839
5,6,5266
6,6,24196
7,6,5052
8,6,12639
9,6,7134
0,7,11213
1,7,9373
2,7,227079
3,7,14336
4,7,32723
5,7,7577
6,7,14512
7,7,15602
8,7,3555
9,7,4130
0,8,19413
1,8,35312
2,8,4102
3,8,225231
4,8,17603
5,8,16771
6,8,27329
7,8,26022
8,8,19343
9,8,20991
0,9,16176
1,9,1301
2,9,18121
3,9,13719
4,9,1646
5,9,15529
6,9,7049
7,9,7280
8,9,224590
9,9,4809
