0,0,0.582527
0,1,0.569266
0,2,0.572644
0,3,0.572640
0,4,0.574378
0,5,0.575348
0,6,0.576676
0,7,0.574972
0,8,0.577079
0,9,0.578607
0,10,0.578663
0,11,0.578703
0,12,0.575798
0,13,0.576384
0,14,0.573693
0,15,0.575080
0,16,0.578135
0,17,0.572931
0,18,0.574689
0,19,0.571497
0,20,0.572330
0,21,0.573643
0,22,0.574586
0,23,0.576653
0,24,0.576126
0,25,0.576160
0,26,0.575094
0,27,0.576802
0,28,0.573122
0,29,0.573104
0,30,0.571844
0,31,0.574510
0,32,0.573870
0,33,0.571699
1,0,0.640627
1,1,0.633849
1,2,0.633668
1,3,0.635444
1,4,0.632633
1,5,0.634066
1,6,0.635453
1,7,0.634384
1,8,0.638296
1,9,0.637311
1,10,0.635887
1,11,0.640272
1,12,0.637819
1,13,0.646356
1,14,0.639340
1,15,0.640462
1,16,0.642962
1,17,0.641881
1,18,0.651041
1,19,0.645093
1,20,0.651355
1,21,0.643017
1,22,0.644555
1,23,0.645141
1,24,0.646043
1,25,0.645847
1,26,0.645027
1,27,0.647207
1,28,0.648240
1,29,0.639241
1,30,0.642685
1,31,0.641777
1,32,0.646329
1,33,0.645721
1,34,0.643566
1,35,0.642551
1,36,0.635722
1,37,0.634472
1,38,0.632253
1,39,0.633107
1,40,0.636347
1,41,0.634773
1,42,0.636657
1,43,0.635730
1,44,0.635929
1,45,0.638722
1,46,0.642900
1,47,0.652713
1,48,0.648282
1,49,0.647157
1,50,0.650578
1,51,0.646036
1,52,0.647700
1,53,0.646644
1,54,0.645773
1,55,0.643643
1,56,0.645361
1,57,0.643693
1,58,0.641300
1,59,0.642400
1,60,0.634927
1,61,0.636088
1,62,0.635894
1,63,0.634165
1,64,0.638261
1,65,0.637019
1,66,0.635855
1,67,0.639284
1,68,0.636780
1,69,0.639039
1,70,0.638264
1,71,0.639723
1,72,0.640192
1,73,0.636205
1,74,0.638211
1,75,0.639299
1,76,0.642585
1,77,0.638618
1,78,0.636645
2,0,0.728759
2,1,0.724997
2,2,0.725957
2,3,0.727168
2,4,0.725409
2,5,0.729343
2,6,0.724900
2,7,0.728375
2,8,0.725473
2,9,0.725785
2,10,0.727553
2,11,0.724393
2,12,0.723596
2,13,0.721278
2,14,0.723036
2,15,0.721539
2,16,0.721726
2,17,0.722265
2,18,0.721226
2,19,0.718197
2,20,0.720988
2,21,0.721948
2,22,0.718526
2,23,0.720407
2,24,0.715346
2,25,0.716998
2,26,0.718384
2,27,0.719570
2,28,0.719830
2,29,0.720342
3,0,0.895432
3,1,0.886995
3,2,0.887742
3,3,0.886802
3,4,0.890314
3,5,0.885714
3,6,0.880885
3,7,0.879621
3,8,0.877599
3,9,0.876628
3,10,0.874839
3,11,0.875959
3,12,0.875330
3,13,0.876582
3,14,0.874978
3,15,0.877426
3,16,0.877462
3,17,0.875919
3,18,0.876369
3,19,0.875522
3,20,0.879826
3,21,0.887474
4,0,1.159314
4,1,1.152021
4,2,1.155817
4,3,1.155345
4,4,1.162064
4,5,1.164853
4,6,1.161743
4,7,1.158721
4,8,1.155681
4,9,1.156909
4,10,1.156224
4,11,1.155739
4,12,1.154758
4,13,1.148764
4,14,1.148470
4,15,1.153193
4,16,1.149861
4,17,1.151035
4,18,1.153479
4,19,1.152493
5,0,1.886875
5,1,1.873645
5,2,1.885981
5,3,1.906986
5,4,1.905515
5,5,1.907433
5,6,1.903474
5,7,1.907884
5,8,1.915212
5,9,1.922159
5,10,1.920529
5,11,1.922807
5,12,1.917338
5,13,1.914751
5,14,1.892280
5,15,1.901625
5,16,1.920703
5,17,1.916222
5,18,1.919618
5,19,1.915384
5,20,1.912211
5,21,1.913224
5,22,1.912148
