chunk_id,it_id,reassign_count,sse
4,76,5,11637.376660
4,77,4,11637.376592
4,78,8,11637.376509
4,79,2,11637.376413
4,80,1,11637.376382
4,81,3,11637.376375
4,82,3,11637.376353
4,83,2,11637.376319
4,84,3,11637.376309
4,85,4,11637.376279
4,86,8,11637.376212
4,87,8,11637.376018
4,88,8,11637.375847
4,89,9,11637.375698
4,90,9,11637.375556
4,91,13,11637.375331
4,92,22,11637.374949
4,93,15,11637.374187
4,94,16,11637.373601
4,95,13,11637.373155
4,96,13,11637.372635
4,97,11,11637.372246
4,98,12,11637.371812
4,99,11,11637.371367
4,100,11,11637.370978
4,101,9,11637.370810
4,102,7,11637.370575
4,103,1,11637.370453
5,0,81665,14684.133120
5,1,20964,11934.902612
5,2,20363,11431.287255
5,3,15858,10674.652255
5,4,2982,9948.255852
5,5,257,9877.310714
5,6,18,9876.426210
5,7,1,9876.422337
6,0,99048,14302.056769
6,1,8782,10134.627240
6,2,738,9894.206168
6,3,57,9890.596294
6,4,5,9890.576604
7,0,116920,17316.027020
7,1,13407,11880.767537
7,2,3167,11628.137945
7,3,1841,11617.919162
7,4,1496,11613.153717
7,5,1440,11609.624349
7,6,1581,11605.984998
7,7,2039,11601.320616
7,8,3384,11592.500864
7,9,7657,11565.180300
7,10,19428,11422.785420
7,11,14890,10628.620528
7,12,1872,9914.151392
7,13,140,9889.418909
7,14,11,9889.284568
7,15,2,9889.283471
8,0,87210,15441.178012
8,1,11394,11819.293757
8,2,2832,11633.797367
8,3,1634,11625.333030
8,4,1255,11621.187247
8,5,1034,11618.288387
8,6,885,11616.255353
8,7,781,11614.753119
8,8,690,11613.499833
8,9,650,11612.482963
8,10,668,11611.543645
8,11,667,11610.579646
8,12,638,11609.628293
8,13,624,11608.749340
8,14,614,11607.865734
8,15,600,11606.994588
8,16,628,11606.200466
8,17,607,11605.440489
8,18,594,11604.693148
8,19,582,11603.972245
8,20,562,11603.300687
8,21,540,11602.670875
8,22,550,11602.089190
8,23,513,11601.523599
8,24,491,11600.989374
8,25,536,11600.496752
8,26,587,11599.936506
8,27,698,11599.244853
8,28,898,11598.272578
8,29,1350,11596.505836
8,30,2319,11592.624603
8,31,4999,11580.272403
8,32,14281,11520.515790
8,33,21179,11083.276363
8,34,3722,9993.411785
8,35,280,9900.788970
8,36,18,9900.129390
9,0,85405,15507.603294
9,1,13872,11959.908834
9,2,3431,11630.592495
9,3,1712,11619.337792
9,4,1085,11615.858199
9,5,761,11614.084137
9,6,592,11613.085194
9,7,550,11612.432485
9,8,489,11611.887990
9,9,387,11611.450625
9,10,358,11611.157559
9,11,339,11610.905903
9,12,340,11610.681420
9,13,298,11610.452754
9,14,293,11610.256722
9,15,292,11610.073312
9,16,276,11609.898884
9,17,269,11609.741260
9,18,234,11609.604489
9,19,244,11609.483051
9,20,242,11609.372336
9,21,214,11609.255827
9,22,191,11609.159664
9,23,171,11609.092347
9,24,169,11609.032150
9,25,153,11608.969556
9,26,145,11608.922209
9,27,105,11608.880236
9,28,79,11608.853095
9,29,74,11608.838266
9,30,64,11608.826793
9,31,63,11608.817862
9,32,61,11608.808646
9,33,50,11608.800475
9,34,45,11608.794618
9,35,49,11608.789855
9,36,41,11608.784713
9,37,38,11608.780415
9,38,40,11608.777293
9,39,39,11608.774379
9,40,34,11608.771843
9,41,32,11608.769884
9,42,30,11608.767735
9,43,21,11608.765815
9,44,19,11608.764961
9,45,17,11608.764310
9,46,25,11608.763557
9,47,22,11608.762261
9,48,11,11608.761399
9,49,14,11608.761079
9,50,7,11608.760737
9,51,9,11608.760616
9,52,6,11608.760427
9,53,7,11608.760274
9,54,7,11608.760131
9,55,11,11608.759936
9,56,11,11608.759673
9,57,5,11608.759447
9,58,7,11608.759378
9,59,5,11608.759283
9,60,7,11608.759219
9,61,2,11608.759138
9,62,3,11608.759116
9,63,2,11608.759086
9,64,2,11608.759074
9,65,3,11608.759059
9,66,1,11608.759023
10,0,106008,15005.218466
10,1,9639,10188.360118
10,2,1036,9901.958662
10,3,95,9896.523824
10,4,5,9896.470484
